;id_labdoc;n_users;durée_écriture;plage_travail;passage_main
15610;320705;2;1560.0;328412.0;1
15611;318240;2;460.0;9850.0;3
15612;318451;2;440.0;65488.00000000001;2
15614;322762;2;720.0;3980.0000000000005;1
15615;322766;2;1360.0;4059.0000000000005;1
15616;319819;2;660.0;5427.0;2
15617;319815;2;1180.0;11145.0;1
15618;343472;2;580.0;4259.0;1
15620;318335;2;1140.0;10929.0;3
15622;318865;2;760.0;97857.0;3
15623;318136;2;1060.0;4774.0;7
15624;318132;2;580.0;4693.0;1
15625;318128;2;940.0;13253.0;2
15627;319641;2;900.0;9919.0;1
15628;319650;2;520.0;125232.00000000001;1
15629;319649;2;1280.0;5479.0;1
15630;322694;2;620.0;5565.0;1
15631;320760;2;580.0;1472.0;1
15632;321095;2;340.0;66063.0;2
15633;320752;2;760.0;10842.0;2
15634;347609;2;1100.0;41132.0;1
15635;324232;2;480.0;2400.0;1
15637;324228;2;560.0;10949.0;2
15638;472923;2;520.0;587223.0;1
15640;467515;2;1480.0;284813.0;1
15641;467516;2;920.0;268863.0;1
15644;468162;2;120.0;31881.000000000004;1
15646;468154;2;1200.0;191698.0;5
15650;468156;2;580.0;27430.0;1
15654;467589;2;80.0;9266.0;1
15655;462513;2;1520.0;525236.0;2
15657;462518;2;120.0;176364.0;1
15658;462514;2;940.0;267832.0;4
15666;462383;2;1220.0;442906.0;2
15668;462389;2;460.0;45372.0;1
15669;462381;2;1300.0;359756.0;3
15672;417816;2;500.0;9516.0;1
15673;381400;2;160.0;42020.0;2
15675;381403;2;700.0;5316.0;1
15676;441777;2;560.0;9553.0;1
15677;441774;2;760.0;12792.0;1
15679;437868;2;1020.0;3914.0000000000005;1
15684;395858;2;500.0;7043.0;1
15690;383777;2;420.0;2411.0;1
15692;390378;2;560.0;13528.0;1
15694;390375;2;360.0;13196.0;1
15695;441115;2;460.0;26340.0;1
15696;441121;2;860.0;98401.0;2
15697;441116;2;1680.0;96389.0;6
15698;441120;2;500.0;97829.0;4
15699;441119;2;1260.0;97937.0;4
15700;441118;2;540.0;24548.0;1
15701;417926;2;460.0;24062.0;1
15703;380646;2;880.0;45482.0;1
15707;383990;2;1100.0;3301.0;1
15709;380900;2;680.0;1888.0000000000002;1
15710;380903;2;1340.0;7726.000000000001;2
15711;445006;2;580.0;2769.0;1
15712;445005;5;620.0;3444.0;10
15715;445136;5;760.0;2148.0;6
15716;445137;3;360.0;1187.0;2
15717;445286;5;760.0;4258.0;8
15718;445287;2;240.0;2420.0;2
15719;445324;5;580.0;3118.0;7
15721;437006;2;220.0;769.0;1
15722;437007;2;180.0;692.0;1
15723;437008;2;420.0;5696.0;3
15725;436974;2;240.0;677.0;1
15726;436976;2;540.0;6462.0;1
15727;436592;2;420.0;71348.0;2
15728;436589;2;320.0;839.0;1
15729;436762;2;440.0;55807.0;1
15730;436786;3;420.0;55500.0;2
15731;436588;2;300.0;2601.0;2
15732;436591;3;240.0;71214.0;2
15733;436594;2;100.0;71423.0;1
15735;436583;3;420.0;72934.0;5
15736;436576;3;380.0;5454.0;2
15737;436582;4;400.0;62301.00000000001;2
15738;436580;4;360.0;73088.0;2
15739;436575;2;80.0;1995.0000000000002;1
15740;436581;4;360.0;62287.00000000001;3
15741;436578;4;300.0;62271.00000000001;2
15742;437383;2;180.0;536.0;1
15743;284257;2;180.0;1676.0;1
15744;282308;2;1760.0;438234.0;2
15745;446544;2;1000.0;134178.0;1
15748;446557;2;960.0;137539.0;1
15749;440454;2;1120.0;212991.0;1
15751;440218;2;1760.0;47972.0;1
15752;429865;2;140.0;31480.000000000004;1
15753;427689;2;1140.0;4701.0;2
15754;427690;3;440.0;1853.0000000000002;1
15755;427688;2;480.0;61393.00000000001;1
15756;434070;3;320.0;2911.0;2
15757;434069;4;620.0;3143.0;6
15758;434073;2;200.0;65933.0;1
15759;434076;3;140.0;111432.0;2
15760;434067;2;160.0;256069.00000000003;1
15761;432361;2;360.0;424007.0;1
15762;432360;4;280.0;538110.0;3
15763;432400;2;1000.0;247509.00000000003;1
15764;432362;4;1140.0;290245.0;7
15765;432363;4;1020.0;113555.0;3
15766;432365;3;680.0;538937.0;3
15767;446685;2;300.0;179167.0;1
15768;446687;2;1260.0;149701.0;3
15769;429622;2;280.0;257596.00000000003;1
15770;427274;2;320.0;259154.00000000003;1
15771;427276;2;1340.0;4376.0;2
15772;427277;3;260.0;112918.0;2
15773;429612;2;160.0;140980.0;1
15776;428969;2;300.0;2040.0000000000002;2
15777;428968;3;660.0;1839.0000000000002;3
15778;431440;3;180.0;81766.0;1
15780;431443;3;680.0;248135.00000000003;2
15781;431442;2;1400.0;200488.0;1
15782;431446;3;1400.0;329242.0;2
15784;444022;2;780.0;283282.0;2
15785;444019;2;580.0;381129.0;3
15786;418438;2;480.0;4174.0;1
15789;427733;4;580.0;310749.0;1
15790;427732;3;680.0;310582.0;3
15791;427730;4;240.0;586010.0;3
15793;444346;2;360.0;70850.0;1
15794;444347;3;940.0;198252.0;2
15795;444345;2;360.0;70448.0;1
15796;444348;2;440.0;200070.0;2
15797;433533;2;580.0;1941.0000000000002;1
15798;428102;2;400.0;1851.0000000000002;2
15799;444444;2;500.0;2293.0;1
15800;444445;2;280.0;2595.0;1
15801;444442;2;180.0;67545.0;1
15802;430681;2;380.0;3276.0;1
15804;430684;2;320.0;2623.0;1
15805;430404;3;580.0;138181.0;3
15806;430406;3;1040.0;3468.0;2
15807;430407;2;660.0;220127.0;1
15808;441029;3;620.0;254024.00000000003;1
15809;441030;2;500.0;252317.00000000003;2
15810;441027;3;560.0;89583.0;2
15811;444162;2;520.0;89488.0;1
15812;427916;3;820.0;1916.0000000000002;3
15813;432131;2;180.0;21762.0;1
15814;427914;3;360.0;76258.0;4
15815;427913;3;180.0;71830.0;2
15816;427511;2;880.0;2451.0;1
15817;427509;2;200.0;337885.0;1
15819;427504;2;1000.0;2728.0;2
15820;427503;2;600.0;490346.00000000006;2
15822;429828;3;280.0;71111.0;1
15823;432229;3;340.0;70798.0;2
15825;434458;4;700.0;4326.0;4
15826;434464;2;300.0;135217.0;1
15827;434460;3;480.0;234118.00000000003;3
15829;434457;2;1100.0;4492.0;1
15830;434455;2;340.0;134834.0;1
15831;434462;2;120.0;134842.0;1
15833;431829;2;260.0;207531.0;1
15834;431830;2;360.0;205799.0;1
15835;431832;3;880.0;222597.0;2
15836;431827;3;280.0;221827.0;3
15837;431919;3;460.0;222092.0;2
15838;432693;2;940.0;4498.0;2
15839;432692;2;880.0;3420.0;1
15840;444465;2;640.0;3007.0;5
15841;444466;2;340.0;2932.0;1
15842;444483;2;220.0;1300.0;2
15846;394620;3;480.0;293107.0;2
15847;428493;3;600.0;176145.0;2
15848;427209;3;340.0;321751.0;4
15850;427211;4;1660.0;178596.0;4
15851;427212;2;800.0;7093.0;2
15852;446106;2;1060.0;268627.0;3
15853;445799;2;540.0;96288.0;2
15854;445801;2;1720.0;132666.0;3
15858;431630;3;260.0;223284.0;2
15859;429886;2;460.0;84754.0;1
15860;427341;2;180.0;270095.0;1
15862;427344;2;1160.0;191774.0;1
15863;432455;3;1020.0;7881.000000000001;2
15866;409876;2;300.0;109442.0;1
15868;409878;2;820.0;3485.0;1
15870;446678;4;880.0;186911.0;2
15871;432325;2;680.0;65652.0;1
15872;432323;2;120.0;59390.00000000001;1
15873;430284;2;1120.0;4739.0;1
15874;430282;3;80.0;56422.0;2
15875;430283;2;1280.0;4102.0;1
15877;430281;4;340.0;59526.00000000001;4
15881;431876;3;560.0;2525.0;3
15882;431920;2;240.0;1378.0;1
15885;432744;2;500.0;2088.0;1
15886;444150;2;380.0;285704.0;2
15887;444149;3;1160.0;247344.00000000003;3
15888;444146;3;1220.0;155027.0;2
15889;444147;3;620.0;192845.0;3
15891;444144;3;380.0;246726.00000000003;4
15892;427529;2;260.0;579986.0;1
15893;427517;2;240.0;579844.0;1
15894;427519;2;240.0;272913.0;2
15895;446636;2;580.0;3574.0;1
15896;446637;2;120.0;2477.0;1
15897;431619;2;300.0;302649.0;1
15898;431618;2;980.0;303074.0;3
15899;427428;3;700.0;4425.0;2
15901;427972;4;1120.0;92966.0;3
15902;427426;3;1040.0;255460.00000000003;5
15903;427984;3;960.0;256604.00000000003;5
15904;427425;3;460.0;516534.00000000006;6
15905;431936;2;380.0;285729.0;1
15906;446107;2;480.0;280423.0;1
15908;444170;2;1940.0;219243.0;3
15909;444171;2;1380.0;219800.0;1
15910;444168;2;380.0;548511.0;1
15911;444204;2;1680.0;550178.0;3
15912;443935;2;500.0;445169.0;1
15913;443936;2;300.0;434311.0;1
15914;443933;2;600.0;195738.0;3
15915;443932;3;1160.0;197126.0;4
15916;443930;2;320.0;246634.00000000003;1
15919;445043;2;880.0;239498.00000000003;3
15920;444949;2;400.0;7580.000000000001;1
15921;444948;2;1240.0;18223.0;1
15922;427975;3;200.0;7456.000000000001;2
15923;427977;4;1080.0;3231.0;3
15924;431557;3;420.0;67295.0;2
15925;427978;3;1260.0;4559.0;2
15927;431704;4;720.0;109493.0;4
15928;431705;2;600.0;108644.0;1
15931;440652;2;460.0;2877.0;1
15933;440650;2;460.0;310013.0;2
15934;440651;2;1240.0;128659.00000000001;4
15936;446671;4;980.0;186168.0;4
15937;446670;2;820.0;183729.0;4
15938;427458;2;340.0;66825.0;3
15942;431611;2;520.0;3520.0;2
15943;446665;2;1100.0;190367.0;2
15944;446664;3;1040.0;4766.0;5
15945;446796;2;240.0;668.0;1
15947;446663;2;60.0;772.0;1
15948;446794;2;200.0;421.0;1
15949;432121;2;600.0;96991.0;1
15950;432120;3;980.0;96958.0;3
15952;444260;3;440.0;2799.0;1
15953;444257;3;620.0;324058.0;1
15955;444405;2;360.0;1824.0;1
15956;444259;3;1180.0;3561.0;4
15957;432460;2;360.0;87875.0;1
15958;432134;3;160.0;421134.0;2
15960;432137;2;180.0;105539.0;1
15961;435476;2;600.0;1937.0000000000002;3
15962;435477;2;240.0;400.0;1
15964;446534;2;640.0;3064.0;1
15966;446564;2;360.0;5141.0;1
15968;394986;3;500.0;193730.0;2
15969;394985;3;1200.0;203073.0;4
15970;427767;2;480.0;214104.0;1
15972;427960;2;920.0;519156.00000000006;1
15973;427764;2;180.0;302018.0;1
15974;285451;2;1400.0;601661.0;4
15975;285399;2;780.0;2970.0;1
15977;288909;2;480.0;231049.0;1
15978;288845;2;400.0;4120.0;2
15980;290321;2;340.0;64538.00000000001;1
15985;288828;2;420.0;82902.0;1
15987;290346;2;1340.0;62947.00000000001;1
15990;289958;2;1380.0;27327.0;1
15991;290114;2;1880.0;111453.0;2
15992;290080;2;1520.0;69337.0;2
15995;290608;2;960.0;14569.0;1
15996;290389;2;620.0;37902.0;1
15997;290115;2;240.0;2064.0;1
16000;290317;2;380.0;780.0;1
16001;290986;2;1140.0;16338.000000000002;1
16006;289800;2;1440.0;153775.0;3
16007;290315;2;260.0;89362.0;2
16008;290977;2;620.0;2939.0;2
16010;288626;2;1180.0;91746.0;1
16011;288628;2;1120.0;107896.0;2
16016;284731;2;360.0;3614.0;2
16023;284383;2;760.0;193621.0;1
16025;284742;2;640.0;2466.0;1
16026;284739;2;220.0;5452.0;1
16033;284787;2;540.0;175402.0;1
16045;285570;2;160.0;3392.0;1
16049;256598;2;180.0;226901.0;1
16051;256347;3;240.0;326820.0;1
16052;256552;2;380.0;56050.0;1
16053;256548;2;360.0;23685.0;1
16055;257111;2;580.0;27172.0;1
16056;256561;2;160.0;5667.0;1
16057;256619;2;240.0;36318.0;1
16058;256637;2;680.0;28783.0;1
16059;256611;2;980.0;2225.0;1
16060;256614;2;260.0;1859.0000000000002;1
16061;256607;2;300.0;73348.0;1
16062;256606;2;240.0;1381.0;2
16064;256592;2;800.0;38899.0;1
16065;256636;2;1360.0;195403.0;1
16066;256597;3;920.0;52013.0;3
16068;256585;2;760.0;57485.0;2
16069;256590;3;820.0;51967.0;2
16070;256566;3;940.0;173478.0;1
16071;256567;3;280.0;172138.0;2
16074;256570;2;780.0;3204.0;1
16075;256569;2;1320.0;173116.0;1
16076;256642;2;320.0;81435.0;1
16077;428084;3;1280.0;33264.0;3
16078;428072;3;1280.0;17113.0;5
16079;428087;3;580.0;26521.0;7
16081;428090;3;1280.0;35525.0;6
16082;432918;2;1580.0;31286.000000000004;1
16084;432582;2;620.0;67112.0;2
16086;437835;3;660.0;1482.0;1
16088;437836;3;540.0;1799.0;2
16089;437837;2;920.0;3134.0;2
16090;437855;3;560.0;1456.0;2
16091;437853;3;400.0;1577.0;3
16092;437831;3;240.0;1507.0;1
16093;437829;3;380.0;2112.0;2
16096;430370;2;380.0;44676.0;2
16099;437524;2;200.0;194158.0;1
16103;440905;2;760.0;2465.0;2
16104;438266;2;980.0;16069.000000000002;1
16106;437469;2;1680.0;240330.00000000003;1
16108;323357;2;340.0;3734.0000000000005;1
16109;323358;2;220.0;11379.0;1
16110;319473;2;320.0;1171.0;1
16111;319456;2;480.0;1416.0;1
16113;318376;2;380.0;3866.0000000000005;1
16114;319564;2;940.0;75078.0;1
16115;320804;2;280.0;1340.0;1
16116;320805;2;480.0;1676.0;1
16117;320809;2;780.0;5185.0;1
16119;318945;2;420.0;868.0;1
16120;318937;2;320.0;638.0;1
16121;323723;2;900.0;16553.0;1
16122;323406;2;620.0;2168.0;1
16123;324960;2;860.0;4627.0;2
16124;324956;2;200.0;2576.0;1
16125;324955;2;460.0;2476.0;1
16126;318703;2;600.0;8935.0;3
16127;318702;2;200.0;403.0;1
16128;318715;2;600.0;949.0000000000001;1
16129;318707;2;400.0;722.0;1
16130;319979;2;160.0;465.00000000000006;1
16131;320894;2;460.0;63318.00000000001;1
16132;319957;2;280.0;462.00000000000006;1
16133;319941;2;380.0;4765.0;1
16134;319940;2;480.0;4764.0;1
16135;318804;2;100.0;659.0;1
16136;319981;2;1400.0;5904.0;1
16137;338738;2;380.0;29637.000000000004;1
16138;338743;2;1340.0;31905.000000000004;3
16139;338739;2;1040.0;32037.000000000004;2
16140;338751;2;1240.0;12608.0;2
16141;345594;2;1420.0;90830.0;1
16142;338755;2;580.0;31702.000000000004;2
16144;319746;2;440.0;3266.0;2
16145;319787;2;720.0;30111.000000000004;2
16146;319754;2;340.0;2239.0;1
16147;319762;2;360.0;3898.0000000000005;1
16148;318430;2;300.0;1400.0;2
16149;318422;2;440.0;3646.0;1
16150;318426;2;460.0;2750.0;1
16151;318418;2;620.0;6443.0;1
16152;318413;2;760.0;11397.0;3
16154;324447;2;220.0;6461.0;1
16155;324456;2;320.0;2740.0;1
16156;324460;2;240.0;314.0;1
16157;324448;2;320.0;8799.0;2
16158;324452;2;920.0;4619.0;3
16159;319182;2;240.0;435.0;1
16160;319183;2;180.0;412.0;1
16161;319195;2;200.0;309.0;1
16162;319187;2;380.0;875.0;1
16163;322644;2;240.0;5197.0;2
16164;322959;2;580.0;11558.0;1
16165;323244;2;1420.0;5040.0;4
16166;323303;2;680.0;2913.0;1
16169;323252;2;680.0;10752.0;1
16170;323307;2;1540.0;6048.0;3
16171;323240;2;700.0;29961.000000000004;1
16172;323248;2;1040.0;30674.000000000004;2
16173;319774;2;880.0;1765.0;1
16174;319982;2;600.0;6343.0;1
16176;342913;2;600.0;194109.0;2
16177;318672;2;340.0;5157.0;1
16178;318681;2;320.0;1670.0;1
16179;318689;2;360.0;2099.0;3
16180;318690;2;680.0;403213.0;1
16183;318060;2;680.0;2249.0;4
16184;318068;2;320.0;3338.0;1
16185;318064;2;960.0;14317.0;1
16186;318059;2;300.0;2063.0;1
16187;318076;2;160.0;1544.0;1
16188;318275;2;580.0;1752.0;1
16189;343277;2;300.0;95144.0;2
16191;318140;2;1120.0;494618.00000000006;2
16192;322386;2;860.0;2592.0;1
16194;319830;2;320.0;1251.0;1
16196;322468;2;540.0;2422.0;1
16197;322712;2;400.0;2645.0;1
16198;322724;2;680.0;2539.0;1
16199;322711;2;340.0;3531.0;1
16200;322716;2;480.0;2172.0;6
16201;322730;2;1580.0;22641.0;1
16203;320620;2;1080.0;70205.0;1
16205;324410;2;720.0;4747.0;1
16206;324418;2;660.0;1512.0;2
16207;324618;2;820.0;69373.0;1
16209;324183;2;1440.0;4757.0;2
16210;324184;2;540.0;6477.0;1
16211;339865;2;740.0;87626.0;1
16213;340034;2;300.0;64645.00000000001;1
16215;343552;2;660.0;164228.0;2
16216;322049;2;360.0;3513.0;1
16217;266833;3;380.0;1144.0;1
16218;266823;2;180.0;3470.0;1
16220;266829;3;280.0;6095.0;3
16222;266820;2;200.0;3420.0;1
16223;266821;3;240.0;3767.0000000000005;2
16224;266828;2;100.0;3215.0;1
16225;266834;3;240.0;2944.0;2
16227;266825;3;280.0;3944.0000000000005;4
16228;266835;2;760.0;1504.0;1
16229;266818;3;1340.0;9098.0;11
16230;266827;2;120.0;2911.0;1
16231;266819;3;600.0;3800.0000000000005;2
16232;266826;2;180.0;6166.0;1
16233;433102;2;380.0;2583.0;1
16234;433103;2;440.0;2295.0;1
16235;433111;2;100.0;2693.0;1
16236;433101;2;280.0;6188.0;2
16237;433109;2;340.0;2576.0;1
16238;433100;2;300.0;1079.0;1
16239;433110;2;120.0;2684.0;1
16240;433105;2;280.0;2591.0;1
16241;433099;2;140.0;672.0;1
16242;433104;2;380.0;5866.0;1
16243;433098;2;200.0;623.0;1
16244;433106;2;100.0;2010.0000000000002;1
16245;433107;2;200.0;2188.0;1
16247;438957;3;340.0;1590.0;2
16249;438970;2;100.0;197.0;1
16251;438956;2;280.0;661.0;1
16252;438962;2;200.0;2232.0;2
16253;438954;2;320.0;3616.0;2
16254;438955;2;440.0;5096.0;2
16255;438959;3;380.0;4515.0;1
16256;438958;3;400.0;4627.0;3
16257;438967;2;220.0;2045.0000000000002;1
16258;438965;2;200.0;2308.0;2
16259;438964;2;80.0;703.0;1
16260;433160;2;400.0;3277.0;1
16261;433151;2;440.0;3333.0;1
16263;431736;2;240.0;6635.0;2
16264;431734;2;340.0;4281.0;1
16265;431731;2;380.0;2003.0000000000002;1
16266;431730;2;220.0;2793.0;1
16267;431732;2;260.0;7296.0;3
16268;431740;2;220.0;2317.0;3
16269;431733;2;180.0;7203.0;3
16270;431741;2;300.0;3224.0;2
16271;438978;2;140.0;1873.0000000000002;1
16272;438985;2;100.0;82076.0;1
16273;438984;3;280.0;81474.0;1
16274;438979;3;200.0;1941.0000000000002;1
16275;438986;2;100.0;82086.0;1
16278;438983;2;420.0;82774.0;1
16279;438977;3;320.0;2760.0;1
16281;438981;2;220.0;81971.0;1
16282;438975;3;360.0;86529.0;2
16284;438974;3;180.0;1658.0;2
16286;269977;3;260.0;2534.0;1
16287;269976;2;340.0;1664.0;1
16288;269982;3;240.0;3666.0000000000005;1
16290;269974;3;320.0;3960.0000000000005;5
16291;269980;3;200.0;4266.0;1
16292;269975;2;500.0;2693.0;2
16293;269981;2;80.0;2053.0;1
16294;269988;2;340.0;2368.0;1
16295;269979;3;120.0;2478.0;2
16296;269984;2;40.0;1163.0;1
16297;269985;2;240.0;3633.0;1
16298;269978;3;220.0;2276.0;2
16299;269973;3;120.0;1092.0;2
16300;269972;3;200.0;3492.0;2
16301;431709;2;400.0;6293.0;1
16302;431710;3;160.0;1691.0;1
16303;431711;2;360.0;1240.0;2
16304;431718;3;220.0;3204.0;1
16306;431721;2;320.0;3397.0;3
16307;431720;2;160.0;727.0;2
16308;431716;2;320.0;5788.0;3
16309;431714;2;400.0;6296.0;4
16310;431715;3;240.0;6113.0;2
16311;431723;2;180.0;4020.0000000000005;1
16312;433136;2;260.0;4086.0000000000005;1
16313;433133;2;480.0;4699.0;1
16314;433140;2;120.0;617.0;1
16315;433139;2;260.0;1269.0;1
16316;418859;2;280.0;257159.00000000003;2
16318;418852;3;400.0;260781.00000000003;1
16319;418861;2;240.0;257310.00000000003;2
16320;418860;2;260.0;256549.00000000003;1
16321;418862;2;220.0;256661.00000000003;2
16322;418855;2;260.0;258472.00000000003;1
16323;418863;2;180.0;256732.00000000003;2
16325;268682;2;220.0;6080.0;2
16326;268677;2;480.0;2931.0;1
16327;268681;2;400.0;2530.0;1
16329;268684;2;40.0;1426.0;1
16331;268686;2;280.0;1600.0;2
16333;430043;2;300.0;1233.0;1
16334;430053;2;240.0;1009.0000000000001;1
16335;430042;2;340.0;1056.0;2
16336;430130;2;360.0;4194.0;1
16337;430132;2;160.0;423.0;1
16340;264144;3;600.0;9057.0;4
16341;264145;3;340.0;7313.000000000001;3
16342;264147;2;440.0;4048.0000000000005;1
16344;264146;2;160.0;4295.0;3
16345;264143;3;900.0;5069.0;2
16346;264153;2;180.0;432.0;1
16347;264152;3;200.0;6866.0;2
16348;264142;2;260.0;5029.0;1
16349;264139;2;580.0;10070.0;2
16350;264140;2;300.0;4489.0;3
16351;264150;2;220.0;9695.0;2
16352;264149;2;560.0;3348.0;1
16353;264148;2;180.0;9773.0;4
16354;264151;2;220.0;1308.0;1
16355;264141;2;360.0;10964.0;4
16356;431754;2;140.0;8171.000000000001;2
16358;431755;2;160.0;8325.0;2
16359;431757;3;340.0;11111.0;3
16360;431747;2;120.0;1181.0;1
16361;431746;2;140.0;531.0;1
16362;431753;3;600.0;12397.0;4
16363;431752;3;280.0;11135.0;2
16364;431750;3;360.0;10499.0;4
16365;431759;3;180.0;6637.0;2
16366;431758;3;140.0;7242.0;3
16367;431748;2;240.0;621.0;1
16368;431751;2;280.0;12166.0;1
16369;433125;2;500.0;3639.0;1
16370;433127;2;460.0;1734.0;1
16371;433126;3;260.0;5412.0;2
16372;433123;2;240.0;4337.0;1
16373;433130;3;280.0;867.0;3
16374;433129;2;300.0;781.0;2
16375;433121;2;440.0;1470.0;1
16378;266850;2;40.0;416.0;1
16379;266839;2;420.0;568.0;1
16380;266852;2;200.0;3093.0;1
16382;266843;2;120.0;2819.0;1
16384;266837;2;200.0;1214.0;2
16385;266844;2;80.0;98.0;1
16387;268641;3;600.0;2842.0;1
16388;268651;2;120.0;815.0;1
16389;268648;3;440.0;2200.0;1
16390;268643;2;220.0;1822.0;1
16391;268642;2;560.0;3578.0;3
16392;268652;2;360.0;6969.0;1
16395;268656;2;120.0;2982.0;1
16397;268659;3;200.0;1015.0000000000001;1
16400;268664;2;220.0;9102.0;1
16401;268668;3;240.0;3876.0000000000005;1
16402;268671;3;140.0;3801.0000000000005;1
16403;268661;2;100.0;416.0;1
16404;268660;2;620.0;3016.0;5
16407;268662;2;140.0;657.0;1
16408;268663;2;160.0;1635.0;1
16410;418882;3;280.0;255296.00000000003;2
16411;418876;3;180.0;259876.00000000003;4
16412;418883;3;240.0;257558.00000000003;3
16413;418877;3;320.0;255661.00000000003;4
16414;418881;3;200.0;258916.00000000003;2
16415;418875;3;320.0;260711.00000000003;5
16416;418880;3;180.0;255583.00000000003;2
16417;418874;3;260.0;257318.00000000003;2
16418;418878;3;180.0;255618.00000000003;4
16419;418871;2;340.0;261002.00000000003;2
16420;418885;3;160.0;256081.00000000003;3
16421;418884;3;200.0;256659.00000000003;3
16422;418879;3;160.0;255524.00000000003;3
16423;418872;2;320.0;257472.00000000003;1
16424;418886;2;260.0;903.0;1
16425;418873;2;240.0;258643.00000000003;1
16427;439003;2;80.0;734.0;1
16428;438994;2;140.0;1172.0;1
16429;439002;2;160.0;826.0;2
16430;438996;3;240.0;3549.0;2
16431;439000;2;100.0;251.00000000000003;1
16432;439001;2;100.0;743.0;1
16433;438997;2;180.0;3697.0000000000005;1
16434;438992;3;460.0;2646.0;5
16435;439005;2;140.0;526.0;1
16436;438993;2;280.0;1839.0000000000002;1
16437;438998;2;160.0;3809.0000000000005;1
16438;438999;2;280.0;1577.0;2
16439;435894;2;420.0;3492.0;2
16440;435891;3;220.0;21811.0;1
16441;435898;2;220.0;1149.0;1
16442;265403;2;160.0;4611.0;2
16443;265402;3;160.0;3114.0;2
16445;265409;3;120.0;391.0;1
16446;265410;3;300.0;1446.0;2
16447;265401;2;600.0;4189.0;2
16449;265404;2;620.0;2329.0;1
16451;265406;3;360.0;6877.0;2
16452;270034;3;280.0;4307.0;2
16455;270027;3;280.0;4058.0000000000005;1
16456;270026;2;440.0;3382.0;2
16457;270036;2;200.0;5490.0;1
16458;270033;2;140.0;6369.0;1
16459;270040;2;120.0;3749.0000000000005;1
16460;270032;3;200.0;3568.0;1
16461;270030;3;680.0;3155.0;3
16462;270029;2;540.0;2842.0;2
16463;270039;2;280.0;5516.0;1
16464;270038;3;260.0;778.0;2
16465;270028;3;660.0;3257.0;2
16466;270031;2;160.0;7416.000000000001;2
16467;270024;2;240.0;3001.0;2
16468;270012;2;160.0;2755.0;1
16469;270013;2;100.0;4131.0;1
16470;270011;2;180.0;2913.0;1
16471;270008;3;300.0;3519.0;1
16473;270009;2;680.0;4810.0;1
16474;270010;2;1020.0;3479.0;2
16475;270015;3;360.0;7887.000000000001;2
16477;270014;2;180.0;5034.0;1
16478;270016;3;240.0;7852.000000000001;1
16480;270021;2;80.0;906.0;1
16481;438947;2;540.0;82903.0;2
16482;438944;2;480.0;83468.0;2
16483;438952;2;100.0;62889.00000000001;1
16484;267825;2;340.0;6210.0;1
16485;267824;2;360.0;3523.0;1
16487;267836;3;260.0;3108.0;2
16488;267826;2;300.0;7685.000000000001;1
16489;267827;2;360.0;7744.000000000001;2
16490;267832;2;720.0;2055.0;1
16491;267822;3;540.0;1712.0;2
16493;267831;3;180.0;4036.0000000000005;1
16494;267821;3;560.0;3383.0;2
16495;267828;3;200.0;4955.0;1
16496;267829;3;300.0;2382.0;2
16497;267820;3;620.0;3383.0;3
16498;265387;2;440.0;10029.0;1
16499;265396;2;100.0;5513.0;1
16500;265384;2;240.0;4529.0;1
16503;265399;2;40.0;3177.0;1
16506;265398;2;100.0;3396.0;1
16508;265382;2;880.0;3705.0000000000005;2
16509;435846;2;180.0;20304.0;1
16510;435842;2;200.0;21842.0;1
16511;435852;2;140.0;16425.0;1
16512;435839;2;380.0;2210.0;1
16513;435850;2;160.0;1132.0;1
16514;435851;2;180.0;16559.0;1
16517;267840;2;280.0;4164.0;2
16518;267841;2;580.0;4415.0;2
16521;269993;3;260.0;3888.0000000000005;3
16524;269992;3;380.0;3946.0000000000005;1
16525;270001;2;220.0;1847.0000000000002;1
16527;269990;2;480.0;2990.0;1
16528;269991;3;640.0;3693.0000000000005;2
16529;270000;2;240.0;1897.0000000000002;1
16530;269998;2;240.0;3053.0;1
16531;269994;2;280.0;3105.0;2
16532;269995;3;500.0;7044.0;1
16534;269997;2;240.0;6053.0;1
16535;269996;3;520.0;10578.0;3
16536;433073;2;240.0;1554.0;3
16537;433071;2;160.0;429.0;1
16538;433068;2;320.0;2638.0;2
16540;433064;2;300.0;4775.0;1
16541;433065;2;160.0;1295.0;1
16542;433075;2;160.0;584.0;1
16546;430116;2;240.0;3891.0000000000005;2
16547;430106;2;340.0;924.0000000000001;2
16548;430104;2;360.0;3896.0000000000005;2
16549;430109;2;340.0;7298.0;2
16550;430111;2;300.0;5992.0;1
16551;430108;2;280.0;8257.0;1
16553;418822;3;280.0;254256.00000000003;3
16554;418823;2;220.0;1975.0000000000002;1
16555;418821;2;240.0;567.0;1
16556;418820;2;320.0;823.0;1
16557;418813;2;240.0;1922.0000000000002;1
16558;418819;3;260.0;254982.00000000003;1
16559;418818;3;240.0;255284.00000000003;3
16561;265435;2;300.0;4390.0;1
16562;265446;2;300.0;5678.0;1
16564;265436;2;260.0;3263.0;3
16565;265444;2;220.0;4081.0000000000005;1
16566;265440;2;440.0;9959.0;2
16567;265448;2;260.0;1174.0;3
16569;265438;2;400.0;10440.0;1
16570;265443;3;980.0;6242.0;2
16571;265442;2;260.0;9597.0;1
16572;265439;3;520.0;10177.0;1
16573;266858;2;380.0;3496.0;1
16574;266867;3;700.0;7187.0;4
16575;266866;2;540.0;3432.0;1
