,id_labdoc,id_trace,action_time,id_mission,id_report,n_users,teacher,n_tokens,n_segments,eqc,coec,user,sim
182,244692,3627620,2019-12-13 17:11:58,453,27082,1,0,150,7,0.0,0.0,7806,1.0
183,244572,3605271,2019-12-12 21:22:53,453,27082,1,0,124,3,0.0,0.0,7807,1.0
184,244747,3608451,2019-12-13 01:17:32,453,27082,1,0,23,3,0.0,0.0,7806,1.0
185,244467,3604803,2019-12-12 20:45:39,453,27082,1,0,133,6,0.0,0.0,7807,1.0
186,244467,3623436,2019-12-13 15:43:03,453,27082,2,0,369,16,0.7,0.33,7806,0.67
187,244589,3606044,2019-12-12 21:59:18,453,27082,1,0,288,13,0.0,0.0,7807,1.0
188,244589,3608381,2019-12-13 01:00:50,453,27082,2,0,290,14,0.02,0.01,7806,1.0
189,340102,5879862,2020-11-30 09:54:26,453,37542,1,0,76,4,0.0,0.0,10911,1.0
190,340102,5889280,2020-11-30 12:07:18,453,37542,2,0,100,8,0.48,0.0,10912,0.92
191,340037,5876877,2020-11-30 08:59:28,453,37542,1,0,33,2,0.0,0.0,10911,1.0
192,341135,5888188,2020-11-30 11:52:02,453,37542,1,0,38,3,0.0,0.0,10912,1.0
193,336911,5859642,2020-11-29 16:43:45,453,37542,1,0,131,8,0.0,0.0,10912,1.0
194,336911,5888248,2020-11-30 11:52:37,453,37542,2,0,131,8,0.0,0.0,10911,1.0
195,340536,5884865,2020-11-30 11:14:00,453,37542,1,0,65,5,0.0,0.0,10912,1.0
196,340536,5888813,2020-11-30 11:59:54,453,37542,2,0,65,5,0.0,0.0,10911,0.99
197,340537,5881159,2020-11-30 10:20:24,453,37542,1,0,39,2,0.0,0.0,10911,1.0
198,340537,5889311,2020-11-30 12:07:53,453,37542,2,0,48,3,0.38,0.0,10912,0.98
199,367556,6517733,2020-12-16 17:56:32,453,38520,1,0,24,1,0.0,0.0,10667,1.0
200,366553,6491146,2020-12-16 11:07:26,453,38520,1,0,1,1,0.0,0.0,10667,1.0
201,367554,6517639,2020-12-16 17:53:41,453,38520,1,0,31,1,0.0,0.0,10667,1.0
202,365591,6488168,2020-12-16 10:28:49,453,38520,1,0,319,17,0.0,0.0,10667,1.0
203,365591,6497937,2020-12-16 14:01:03,453,38520,2,0,429,35,0.5,0.08,10644,0.98
204,367550,6517416,2020-12-16 17:47:42,453,38520,1,0,10,1,0.0,0.0,10667,1.0
205,367550,6517697,2020-12-16 17:55:04,453,38520,2,0,37,4,0.54,0.0,10644,0.79
206,367559,6517761,2020-12-16 17:57:46,453,38520,1,0,17,1,0.0,0.0,10667,1.0
207,367173,6504239,2020-12-16 15:25:09,453,38520,1,0,10,2,0.0,0.0,10667,1.0
208,367173,6505334,2020-12-16 15:35:28,453,38520,2,0,52,7,0.38,0.0,10644,0.48
209,367173,6509085,2020-12-16 16:13:25,453,38520,2,0,67,8,0.74,0.0,10667,0.94
210,363147,6421389,2020-12-14 10:55:04,453,40152,1,0,16,8,0.0,0.0,10732,1.0
211,356993,6254563,2020-12-09 18:47:15,453,40152,1,0,33,3,0.0,0.0,10732,1.0
212,356993,6348735,2020-12-11 15:50:15,453,40152,2,0,43,3,0.44,0.36,10736,0.89
213,356993,6416042,2020-12-14 09:45:44,453,40152,2,0,43,3,0.44,0.36,10732,1.0
214,360512,6426797,2020-12-14 12:03:13,453,40152,1,0,78,6,0.0,0.0,10732,1.0
215,363150,6421471,2020-12-14 10:56:21,453,40152,1,0,16,8,0.0,0.0,10732,1.0
216,363148,6421405,2020-12-14 10:55:11,453,40152,1,0,16,8,0.0,0.0,10732,1.0
217,361738,6427023,2020-12-14 12:06:30,453,40152,1,0,34,2,0.0,0.0,10732,1.0
218,363247,6426608,2020-12-14 12:00:21,453,40152,1,0,45,3,0.0,0.0,10732,1.0
219,363153,6421483,2020-12-14 10:56:36,453,40152,1,0,17,9,0.0,0.0,10732,1.0
220,361776,6427012,2020-12-14 12:06:12,453,40152,1,0,99,4,0.0,0.0,10732,1.0
221,360499,6425177,2020-12-14 11:42:46,453,40152,1,0,36,3,0.0,0.0,10732,1.0
222,363152,6421454,2020-12-14 10:55:57,453,40152,1,0,16,8,0.0,0.0,10732,1.0
223,366619,6512790,2020-12-16 16:54:55,453,38524,1,0,27,2,0.0,0.0,10641,1.0
224,365969,6500085,2020-12-16 14:33:13,453,38524,1,0,12,1,0.0,0.0,10665,1.0
225,365969,6509925,2020-12-16 16:21:51,453,38524,2,0,104,6,0.24,0.02,10641,0.59
226,366433,6515970,2020-12-16 17:27:19,453,38524,1,0,20,2,0.0,0.0,10665,1.0
227,367129,6500637,2020-12-16 14:41:40,453,38524,1,0,36,3,0.0,0.0,10641,1.0
228,365983,6496773,2020-12-16 13:34:28,453,38524,1,0,116,11,0.0,0.0,10641,1.0
229,365983,6500137,2020-12-16 14:33:52,453,38524,2,0,115,11,0.04,0.04,10665,0.98
230,365983,6515780,2020-12-16 17:25:51,453,38524,2,0,105,11,0.0,0.0,10641,0.96
231,367094,6500205,2020-12-16 14:34:57,453,38524,1,0,10,1,0.0,0.0,10665,1.0
232,367094,6515914,2020-12-16 17:26:53,453,38524,2,0,24,2,0.8,0.69,10641,0.41
233,248778,3702875,2019-12-19 09:15:32,453,27281,1,0,48,3,0.0,0.0,8288,1.0
234,247821,3687651,2019-12-18 16:04:55,453,27281,1,0,147,2,0.0,0.0,8284,1.0
235,247821,3705173,2019-12-19 09:41:34,453,27281,2,0,147,2,0.0,0.0,8288,0.99
236,249065,3715644,2019-12-19 11:42:34,453,27281,1,0,49,3,0.0,0.0,8288,1.0
237,249105,3715601,2019-12-19 11:42:15,453,27281,1,0,23,3,0.0,0.0,8288,1.0
238,249148,3717274,2019-12-19 12:04:20,453,27281,1,0,6,2,0.0,0.0,8288,1.0
239,249014,3712316,2019-12-19 11:09:35,453,27281,1,0,43,2,0.0,0.0,8288,1.0
240,248772,3702677,2019-12-19 09:13:30,453,27281,1,0,45,3,0.0,0.0,8288,1.0
241,249128,3715876,2019-12-19 11:44:57,453,27281,1,0,63,4,0.0,0.0,8288,1.0
242,247962,3687754,2019-12-18 16:06:50,453,27281,1,0,3,1,0.0,0.0,8284,1.0
243,248819,3707198,2019-12-19 10:13:55,453,27281,1,0,63,3,0.0,0.0,8288,1.0
244,248810,3707105,2019-12-19 10:12:08,453,27281,1,0,146,7,0.0,0.0,8288,1.0
245,248956,3710934,2019-12-19 10:55:56,453,27281,1,0,7,3,0.0,0.0,8288,1.0
246,335500,5733733,2020-11-26 11:57:33,453,37559,1,0,163,2,0.0,0.0,10950,1.0
247,335005,5720927,2020-11-26 09:05:37,453,37559,1,0,16,4,0.0,0.0,10952,1.0
248,335005,5726815,2020-11-26 10:28:11,453,37559,2,0,89,9,0.36,0.0,10950,0.54
249,335208,5722356,2020-11-26 09:29:51,453,37559,1,0,24,1,0.0,0.0,10952,1.0
250,335208,5733220,2020-11-26 11:50:17,453,37559,2,0,32,1,0.52,0.52,10950,0.7
251,334975,5722656,2020-11-26 09:33:55,453,37559,1,0,270,8,0.0,0.0,10950,1.0
252,334674,5707762,2020-11-25 20:21:51,453,37559,1,0,102,1,0.0,0.0,10952,1.0
253,334674,5724501,2020-11-26 09:55:19,453,37559,2,0,134,1,0.5,0.5,10950,0.94
254,335341,5724977,2020-11-26 10:01:12,453,37559,1,0,16,1,0.0,0.0,10952,1.0
255,335341,5732620,2020-11-26 11:42:58,453,37559,2,0,42,2,0.72,0.71,10950,0.83
256,334993,5733889,2020-11-26 11:59:39,453,37562,1,0,2,1,0.0,0.0,10949,1.0
257,334993,5735082,2020-11-26 12:23:30,453,37562,2,0,125,7,0.02,0.01,10948,0.26
258,333489,5721735,2020-11-26 09:20:10,453,37562,1,0,243,6,0.0,0.0,10948,1.0
259,333726,5681867,2020-11-25 15:05:42,453,37562,1,0,64,4,0.0,0.0,10948,1.0
260,334086,5733635,2020-11-26 11:56:08,453,37562,1,0,212,11,0.0,0.0,10949,1.0
261,333660,5684168,2020-11-25 15:27:54,453,37562,1,0,59,4,0.0,0.0,10948,1.0
262,334067,5730945,2020-11-26 11:23:47,453,37562,1,0,151,8,0.0,0.0,10948,1.0
263,334031,5723849,2020-11-26 09:48:23,453,37562,1,0,237,9,0.0,0.0,10948,1.0
264,334031,5734382,2020-11-26 12:07:14,453,37562,2,0,237,9,0.0,0.0,10949,1.0
265,334039,5727332,2020-11-26 10:36:26,453,37562,1,0,212,15,0.0,0.0,10949,1.0
266,337208,5781671,2020-11-27 11:22:44,453,37488,1,0,76,2,0.0,0.0,10806,1.0
267,337208,5788792,2020-11-27 12:45:50,453,37488,2,0,90,4,0.42,0.11,10777,0.91
268,337273,5787820,2020-11-27 12:27:59,453,37488,1,0,228,13,0.0,0.0,10777,1.0
269,337584,5786914,2020-11-27 12:14:15,453,37488,1,0,43,3,0.0,0.0,10806,1.0
270,337584,5788096,2020-11-27 12:31:59,453,37488,2,0,43,3,0.0,0.0,10777,1.0
271,337584,5788663,2020-11-27 12:43:21,453,37488,2,0,72,4,0.0,0.0,10806,0.93
272,336991,5787325,2020-11-27 12:20:17,453,37488,1,0,104,2,0.0,0.0,10777,1.0
273,337043,5769723,2020-11-27 09:18:14,453,37488,1,0,223,12,0.0,0.0,10806,1.0
274,337043,5771628,2020-11-27 09:37:25,453,37488,2,0,261,13,0.3,0.18,10777,0.79
