,id_mission,id_report,id_labdoc,id_trace,n_users,n_mots,indice_collab,indice_contrib
167780,867,42839,416126,6977596,3,131,0.7489074063283025,0.7489074063283025
167786,867,42839,416127,6972646,3,135,0.2962962962962963,0.2962962962962963
167799,867,42839,416111,6970974,3,119,0.8235807681390953,0.8235807681390953
167806,867,42839,416125,6978057,3,52,0.8820125896464561,0.8820125896464561
167807,867,42839,416113,6970755,1,44,0.0,0.0
167809,867,42839,416112,6970532,1,70,0.0,0.0
167814,867,42839,416124,6972470,3,80,0.8242488980075773,0.9180740082068196
167817,867,42603,396966,6934381,2,52,0.9807828099985768,0.9807828099985768
167823,867,42603,396976,6935879,1,107,0.0,0.0
167827,867,42603,396977,6935711,2,41,0.6201426912228306,0.999696487756316
167830,867,42603,396981,6935797,2,123,0.3876932886975928,0.769912089364796
167831,867,42603,396965,6934095,1,16,0.0,0.0
167834,867,42603,396975,6935149,1,26,0.0,0.0
167838,867,42603,396980,6935859,2,80,0.2734136701836971,0.950282979742412
167841,867,42603,396964,6934557,3,91,0.6985121489333664,0.6985121489333664
167846,867,42603,396978,6935815,2,56,0.1364840107443864,0.1364840107443864
167848,867,42603,396979,6935231,1,107,0.0,0.0
167850,867,42603,396963,6934044,2,31,0.123020002312406,0.123020002312406
167853,867,28905,266406,4193615,2,48,0.0329166666666666,0.8997222222222222
167854,867,28905,266416,4194281,1,71,0.0,0.0
167855,867,28905,266417,4194291,1,19,0.0,0.0
167856,867,28905,266407,4193633,1,32,0.0,0.0
167862,867,28905,266405,4193612,2,57,0.4127829177004096,0.9215858927917134
167865,867,28905,266415,4194278,1,115,0.0,0.0
167867,867,28905,266414,4193607,1,41,0.0,0.0
167877,867,28905,266404,4194203,3,84,0.7186779123414072,0.7186779123414072
167880,867,28905,266411,4193777,2,32,0.1745222107438016,0.1745222107438016
167888,867,28905,266408,4194302,3,78,0.6695209184891544,0.6695209184891544
167893,867,28905,266409,4193791,3,56,0.1922881540895898,0.740128673010985
167895,867,28905,266410,4193610,2,41,0.417410950672273,0.7879254416663847
167902,867,28905,266412,4194306,2,76,0.3181058425338987,0.3181058425338987
167906,867,28905,266413,4193786,2,56,0.0,0.0
167909,867,28905,266403,4193377,2,32,0.1866319444444444,0.1866319444444444
167911,867,42124,391178,6858345,1,66,0.0,0.0
167914,867,42124,391179,6860378,1,58,0.0,0.0
167918,867,42124,391176,6858457,1,32,0.0,0.0
167920,867,42124,391192,6860623,1,93,0.0,0.0
167927,867,42124,391177,6858136,2,92,0.4332319234404538,0.4332319234404538
167931,867,42124,391193,6860591,1,182,0.0,0.0
167935,867,42124,391191,6860439,1,139,0.0,0.0
167937,867,42124,391188,6860446,1,126,0.0,0.0
167943,867,42124,391189,6860568,1,168,0.0,0.0
167946,867,42124,391190,6860549,1,118,0.0,0.0
167949,867,28443,259504,4016999,2,81,0.265231946471913,0.2652319464719128
167950,867,28443,259514,4020382,1,41,0.0,0.0
167951,867,28443,259499,4012257,1,32,0.0,0.0
167954,867,28443,259515,4020203,2,51,0.2944322791853474,0.3027569205078153
167956,867,28443,259505,4018680,1,113,0.0,0.0
167959,867,28443,259507,4017863,1,31,0.0,0.0
167961,867,28443,259516,4020232,2,23,0.1193100853690962,0.1193100853690962
167966,867,28443,259506,4020053,1,79,0.0,0.0
167967,867,28443,259503,4014376,1,31,0.0,0.0
167968,867,28443,259513,4019819,1,39,0.0,0.0
167969,867,28443,259512,4019335,1,48,0.0,0.0
167972,867,28443,259502,4014903,1,73,0.0,0.0
167976,867,28443,259509,4019291,1,130,0.0,0.0
167986,867,28443,259500,4016371,3,80,0.6982987882653062,0.6982987882653062
167989,867,28443,259510,4019742,1,60,0.0,0.0
167992,867,28443,259511,4018711,2,52,0.0934472934472933,0.0999342537804075
167993,867,28443,259501,4017276,1,191,0.0,0.0
167996,867,28443,259508,4017807,2,81,0.265231946471913,0.265231946471913
167997,867,42565,396516,6930898,1,33,0.0,0.0
167998,867,42565,396514,6930754,1,88,0.0,0.0
167999,867,42565,396848,6931012,1,37,0.0,0.0
168000,867,42565,396499,6927657,1,33,0.0,0.0
168001,867,42565,396515,6930639,1,26,0.0,0.0
168006,867,42565,396500,6927973,2,86,0.2590589507842077,0.2590589507842077
168007,867,42565,396501,6928624,1,70,0.0,0.0
168009,867,42565,396511,6930138,1,11,0.0,0.0
168011,867,42565,396513,6930491,1,114,0.0,0.0
168012,867,42565,396502,6929005,1,65,0.0,0.0
168013,867,42565,396512,6930297,1,43,0.0,0.0
168016,867,42824,416594,7022402,2,20,1.0,1.0
168018,867,42824,416579,6978546,2,28,0.0,0.0
168021,867,42824,416578,7021725,2,71,0.0,0.0
168024,867,42824,416590,6980217,2,13,0.9467455621301776,0.9467455621301776
168027,867,42824,416589,6979524,2,15,0.8888888888888888,0.8888888888888888
168033,867,42824,416588,6979729,2,12,0.9722222222222222,0.9722222222222222
168036,867,42824,416591,7022134,2,10,1.0,1.0
168039,867,42824,416577,6978302,1,86,0.0,0.0
168042,867,42824,416593,7022290,2,30,0.9955555555555556,0.9955555555555556
168047,867,42824,416576,6978329,2,31,0.1207075962539021,0.1207075962539021
168050,867,42824,416592,7022197,2,36,0.9876543209876544,0.9876543209876544
168052,867,43788,428298,7105427,2,63,0.3558673469387755,0.4315318720080625
168054,867,43788,428299,7106064,2,62,0.0,0.8959417273673257
168056,867,43788,428300,7106110,2,26,0.5972850678733032,0.9763313609467456
168065,867,43788,428285,7101521,3,117,0.8182704769214603,0.8182704769214603
168071,867,43788,428284,7102875,2,32,0.175546875,0.175546875
168072,867,43788,428301,7105774,1,30,0.0,0.0
168077,867,43788,428296,7104630,2,48,0.0811965811965812,0.0815972222222222
168078,867,43788,428286,7102633,1,58,0.0,0.0
168080,867,43788,428302,7106174,2,80,0.0,0.0
168082,867,43788,428287,7102425,1,151,0.0,0.0
168084,867,43788,428297,7104526,2,79,0.0498991010823701,0.0499919884633872
168090,867,42121,391119,6860415,3,25,0.3762962962962963,0.432474074074074
168095,867,42121,391118,6860239,3,32,0.375,0.5419921875
168096,867,42121,391104,6854620,1,43,0.0,0.0
168110,867,42121,391105,6859397,3,98,0.7490379352955553,0.7490379352955553
168112,867,42121,391107,6856701,1,62,0.0,0.0
168118,867,42121,391117,6860399,3,23,0.4013377926421405,0.4536862003780719
168122,867,42121,391121,6860615,2,21,0.3446712018140589,0.3446712018140589
168127,867,42121,391120,6860648,3,54,0.3732402508328436,0.7468063811410862
168136,867,42121,391116,6860477,3,62,0.1703225806451613,0.1841831425598337
168141,867,42121,391106,6859010,2,95,0.0361652219799993,0.0366352323245566
168146,1546,44534,437653,7325412,3,57,0.5907894736842105,0.6142659279778393
168150,1546,44534,437652,7324627,2,71,0.1822183098591549,0.2213846459035905
168154,1546,44534,437658,7323800,2,101,0.5973408704841414,0.978585891112253
168157,1546,44534,437654,7325640,1,84,0.0,0.0
168161,1546,44534,437663,7323858,2,29,0.7906153392407032,0.7906153392407034
168164,1546,44534,437687,7324109,2,221,0.4382438986347239,0.5987549097354533
168170,1546,44534,437657,7323745,2,119,0.2314314938229598,0.9463786905097225
168173,1546,44534,437656,7323686,2,31,0.172811059907834,0.850156087408949
168175,1546,44088,438403,7333223,1,22,0.0,0.0
168180,1546,44088,438212,7337465,3,93,0.6260033318188702,0.6623309053069719
168182,1546,44088,438396,7333110,1,13,0.0,0.0
168185,1546,44088,438211,7335495,2,56,0.1896551724137931,0.21875
168186,1546,44088,438410,7333101,1,47,0.0,0.0
168187,1546,44088,438401,7332801,1,45,0.0,0.0
168189,1546,44088,438210,7334463,1,69,0.0,0.0
168191,1546,44088,438399,7333146,1,35,0.0,0.0
168194,1546,44308,440221,7368960,2,134,0.0809765927036715,0.1118243688653893
168198,1546,44308,440248,7369241,2,63,0.3420238750278979,0.3721454937428077
168200,1546,44308,440201,7369527,2,78,0.2419460880999342,0.3261012491781723
168202,1546,44308,440272,7369294,2,47,0.0929003054711336,0.0970400742568954
168205,1546,44308,440210,7368971,2,37,0.0,0.0
168206,1546,44308,440209,7360845,1,1,0.0,0.0
168207,1546,44308,440202,7369759,1,58,0.0,0.0
168210,1546,44308,440203,7370747,1,81,0.0,0.0
168212,1546,44308,440271,7369048,1,18,0.0,0.0
168213,1546,44536,438058,7324380,1,22,0.0,0.0
168226,1546,44536,437777,7325782,3,68,0.5755540662181713,0.5828271233958118
168227,1546,44536,437968,7323583,1,71,0.0,0.0
168228,1546,44536,437969,7323589,1,44,0.0,0.0
168232,1546,44536,437778,7326527,3,64,0.6095861486486487,0.6622314453125
168235,1546,44536,437832,7323580,2,71,0.0,0.0
168237,1546,44536,437988,7323668,1,1,0.0,0.0
168244,1546,44536,437779,7328907,3,114,0.7519343041808276,0.7828783458178301
168246,1546,44536,437828,7323697,1,69,0.0,0.0
168250,1546,44536,437830,7324653,2,21,0.91601056466366,0.9160105646636602
168251,1546,46264,451230,7641759,1,16,0.0,0.0
168260,1546,46264,451223,7643146,2,54,0.1678669410150891,0.1765260631001373
168264,1546,46264,451222,7642688,2,73,0.2489927477840451,0.2769750422218052
168265,1546,46264,451297,7642936,1,48,0.0,0.0
168266,1546,46264,451301,7643308,1,58,0.0,0.0
168269,1546,46264,451224,7644220,2,89,0.3384740881526615,0.3770131280967456
168272,1546,46264,451246,7642973,2,24,0.8249972222222222,0.8249972222222224
168273,1546,46264,451300,7643228,1,24,0.0,0.0
168274,1546,42152,438775,7348730,1,55,0.0,0.0
168275,1546,42152,438788,7341115,1,30,0.0,0.0
168276,1546,42152,438789,7341192,1,26,0.0,0.0
168280,1546,42152,438774,7349006,2,76,0.2054226475279107,0.309556786703601
168287,1546,42152,438776,7392049,2,84,0.3209179492170694,0.3428770804311929
168290,1546,42152,438783,7347050,1,25,0.0,0.0
168291,1546,42152,438796,7341264,1,67,0.0,0.0
168293,1546,42152,438778,7346943,1,16,0.0,0.0
168295,1546,44944,444193,7485229,2,85,0.303737142239816,0.3347422002344935
168298,1546,44944,445169,7484559,2,18,0.6812668524380237,0.6812668524380237
168299,1546,44944,444192,7484713,1,59,0.0,0.0
168303,1546,44944,445170,7484325,3,45,0.0175282651072124,0.0176724279835389
168307,1546,44944,445172,7478344,2,29,0.9423467124914626,0.9423467124914628
168308,1546,44944,444191,7484610,1,73,0.0,0.0
168311,1546,44944,445200,7477922,1,42,0.0,0.0
168312,1546,44944,445203,7477897,1,18,0.0,0.0
168314,1546,44944,445130,7478024,2,41,0.4030915569080076,0.7214817097223486
168318,1546,44039,449400,7631378,2,69,0.1713653031799962,0.9961795133863014
168321,1546,44039,448920,7632499,2,69,0.1577563070316693,0.183271488249434
168324,1546,44039,449401,7631448,2,57,0.1749485939145864,0.690531783232079
168328,1546,44039,448921,7631202,2,57,0.2407522751652305,0.2596757126908415
168329,1546,44039,449743,7623394,1,2,0.0,0.0
168330,1546,44039,449707,7622079,1,1,0.0,0.0
168333,1546,44039,449403,7631607,2,44,0.5229757523285428,0.840928089165732
168342,1546,44039,448922,7632587,2,93,0.4345990026512453,0.4640602629790927
168347,1546,44039,449402,7631497,2,25,0.9873484500842016,0.9873484500842016
168354,1546,44039,448924,7631271,2,27,0.0892621388697462,0.0892621388697462
168366,1546,44091,438199,7336860,2,86,0.3353924418604651,0.3626284478096269
168367,1546,44091,438485,7333662,1,42,0.0,0.0
168371,1546,44091,438198,7334413,2,58,0.2513904338153503,0.2788347205707491
168372,1546,44091,438484,7333605,1,24,0.0,0.0
168378,1546,44091,438197,7335611,2,66,0.1032547699214366,0.1138659320477502
168379,1546,44091,438482,7333569,1,68,0.0,0.0
168380,1546,44091,438483,7333588,1,30,0.0,0.0
168381,1546,44091,438481,7333530,1,26,0.0,0.0
168382,1546,45282,448551,7575261,1,25,0.0,0.0
168398,1546,45282,448548,7653027,3,121,0.7557412068848405,0.7903848041304217
168399,1546,45282,448559,7575647,1,92,0.0,0.0
168404,1546,45282,448564,7577706,2,55,0.9970247933884298,0.9970247933884298
168405,1546,45282,448553,7575395,1,51,0.0,0.0
168412,1546,45282,448546,7583150,1,67,0.0,0.0
168415,1546,45282,448547,7583954,2,57,0.2058479532163742,0.2413050169282855
168416,1546,45282,448561,7577654,1,43,0.0,0.0
168417,1546,45282,448562,7575616,1,21,0.0,0.0
168422,1546,42147,438397,7347215,1,100,0.0,0.0
168430,1546,42147,438387,7392113,2,77,0.3098887132604238,0.3502672246584585
168433,1546,42147,438402,7347929,1,27,0.0,0.0
168435,1546,42147,438400,7347468,1,48,0.0,0.0
168455,1546,42147,438389,7392101,3,267,0.4380815983214296,0.5049040911528616
168464,1546,42147,438388,7391887,2,63,0.3298059964726632,0.3789367598891408
168465,1546,42147,438392,7331992,1,19,0.0,0.0
168466,1546,42147,439525,7347887,1,88,0.0,0.0
168467,1546,42149,440928,7388131,1,25,0.0,0.0
168472,1546,42149,439539,7390272,2,219,0.3145817397955634,0.4279310272930089
168474,1546,42149,439538,7389818,2,60,0.2444444444444444,0.2994444444444444
168479,1546,42149,439537,7389815,2,73,0.2328767123287671,0.2694689435166072
168480,1546,42149,441110,7392500,1,52,0.0,0.0
168481,1546,42149,441068,7388193,1,78,0.0,0.0
168482,1546,42149,441109,7388202,1,18,0.0,0.0
168483,1546,42149,441108,7388166,1,61,0.0,0.0
168484,1546,44006,436221,7278650,1,84,0.0,0.0
168488,1546,44006,433735,7281980,1,80,0.0,0.0
168489,1546,44006,436216,7278625,1,36,0.0,0.0
168491,1546,44006,433736,7280439,1,62,0.0,0.0
168492,1546,44006,436204,7278615,1,56,0.0,0.0
168493,1546,44006,433737,7280426,1,93,0.0,0.0
168495,1546,44006,436205,7278693,2,19,0.1757271468144043,0.1757271468144043
168496,1546,44006,436203,7278553,1,20,0.0,0.0
168503,1546,44310,440332,7370743,2,92,0.3493788819875776,0.3957939508506616
168506,1546,44310,440330,7369551,2,68,0.1399594320486815,0.1608996539792387
168511,1546,44310,440331,7369829,2,75,0.5011111111111111,0.5703111111111111
168512,1546,44310,440385,7369301,1,44,0.0,0.0
168519,1546,44945,444089,7481766,3,61,0.3271818945073751,0.7998703495051002
168521,1546,44945,442276,7482458,2,163,0.3759300352434407,0.484173284655049
168531,1546,44945,444083,7482210,4,61,0.6036468761882431,0.7778312270393832
168536,1546,44945,442274,7484603,2,75,0.2692485754985754,0.31035
168543,1546,44945,444116,7486313,3,40,0.7456082665737839,0.7465546296296297
168547,1546,44945,442275,7482189,2,74,0.3162737205290397,0.4474068663257852
168554,1546,44945,444124,7488757,2,86,0.0,0.0
168560,1546,44945,444125,7484152,3,63,0.2309864952945078,0.2757583551399518
168567,1546,44945,444086,7484311,3,57,0.6092381386109681,0.6675220867831653
168570,1546,45284,448178,7579886,2,53,0.4970907715155754,0.6320880902725319
168581,1546,45284,447787,7586436,2,80,0.3489522462449967,0.3982130262005607
168590,1546,45284,448206,7580781,1,71,0.0,0.0
168592,1546,45284,448163,7579445,2,47,0.0,0.977818017202354
168606,1546,45284,447789,7628502,3,91,0.6919095397356267,0.7092742422412752
168613,1546,45284,447791,7579052,2,28,0.4998235688833358,0.5054657492248599
168615,1546,45284,447788,7585607,1,57,0.0,0.0
168621,1546,45284,447792,7579080,1,59,0.0,0.0
168622,1546,46269,451242,7642037,1,33,0.0,0.0
168625,1546,46269,451265,7642519,2,81,0.710562414266118,0.9327846364883402
168629,1546,46269,451187,7642990,1,66,0.0,0.0
168630,1546,46269,451245,7642092,1,37,0.0,0.0
168631,1546,46269,451256,7642207,1,13,0.0,0.0
168635,1546,46269,451189,7644653,2,89,0.411705517357035,0.4321424062618356
168641,1546,46269,451188,7643278,2,57,0.2481146649693015,0.2652668639016087
168644,1546,46269,451247,7642641,2,44,0.0150543900543901,0.9696395775941232
168654,1546,46266,451252,7644300,1,155,0.0,0.0
168658,1546,46266,451251,7643239,2,118,0.1665004985044865,0.5775639184142488
168661,1546,46266,451250,7645698,2,75,0.2214814814814814,0.2865777777777778
168662,1546,44010,436299,7280681,1,15,0.0,0.0
168664,1546,44010,436100,7279809,1,61,0.0,0.0
168673,1546,44010,436101,7283839,2,89,0.4245537638986159,0.4473695359332719
168674,1546,44010,436211,7279822,1,24,0.0,0.0
168680,1546,44010,436099,7281755,2,69,0.1694309372196867,0.1883474144181374
168681,1546,44010,436300,7280705,1,28,0.0,0.0
168682,1546,44010,436295,7280368,1,36,0.0,0.0
168685,1546,44010,436202,7280135,2,17,0.9983599332528,0.9983599332528
168686,1546,44008,436289,7280185,1,41,0.0,0.0
168687,1546,44008,436230,7278981,1,24,0.0,0.0
168689,1546,44008,436187,7282157,1,69,0.0,0.0
168690,1546,44008,436201,7278676,1,9,0.0,0.0
168693,1546,44008,436287,7279696,2,12,0.1288888888888888,0.1288888888888888
168694,1546,44008,436268,7279558,1,37,0.0,0.0
168696,1546,44008,436188,7281175,1,57,0.0,0.0
168699,1546,44008,436189,7282390,1,77,0.0,0.0
168704,1546,45281,447951,7580104,3,74,0.7090925520171331,0.709442104673359
168717,1546,45281,447948,7585713,4,98,0.7601817042606517,0.7865299180896849
168720,1546,45281,447952,7580035,2,56,0.7900828080638157,0.931198324726042
168724,1546,45281,447953,7579626,3,24,0.7682145221784444,0.7682145221784444
168735,1546,45281,447946,7585581,3,72,0.6035095856524428,0.6226733749055179
168738,1546,45281,447947,7583423,2,59,0.2330508474576271,0.2815282964665326
168743,1546,45281,447955,7579983,3,66,0.1004284548462305,0.1022369071045397
168747,1546,45281,447963,7580140,2,27,0.93523761357522,0.93523761357522
168750,1546,44038,449631,7633005,1,93,0.0,0.0
168751,1546,44038,449629,7632291,1,147,0.0,0.0
168752,1546,44038,449630,7632162,1,57,0.0,0.0
168754,1546,44038,449676,7631617,1,32,0.0,0.0
168756,1546,44038,449650,7631565,1,61,0.0,0.0
168758,1546,44038,449636,7631404,1,62,0.0,0.0
168759,1546,44038,449647,7619332,1,125,0.0,0.0
168761,1546,44038,449678,7631678,1,83,0.0,0.0
168762,1546,45280,448608,7577922,1,19,0.0,0.0
168763,1546,45280,448610,7578021,1,57,0.0,0.0
168765,1546,45280,448606,7584645,1,89,0.0,0.0
168768,1546,45280,448630,7580550,1,72,0.0,0.0
168769,1546,45280,448628,7578073,1,42,0.0,0.0
168778,1546,45280,448605,7581633,1,57,0.0,0.0
168781,1546,45280,448614,7579470,2,54,0.9874128464317566,0.9874128464317566
168782,1546,45280,448604,7581266,1,71,0.0,0.0
168783,1546,45280,448650,7578324,1,1,0.0,0.0
168785,1546,44531,437699,7325060,1,66,0.0,0.0
168788,1546,44531,438091,7326938,2,44,0.3598835648966302,0.9979657215679903
168791,1546,44531,438149,7370635,2,49,0.8190933488643508,0.8453347552654271
168794,1546,44531,438114,7370585,2,20,0.0073936899862826,0.0073936899862826
168795,1546,44531,437700,7325604,1,57,0.0,0.0
168798,1546,44531,438265,7328193,1,22,0.0,0.0
168800,1546,44531,437701,7326542,2,91,0.3795600484511492,0.4205467777811147
168803,1546,44531,438231,7328206,1,19,0.0,0.0
168807,1546,44044,449167,7631373,2,46,0.9837225916518432,0.9837225916518432
168812,1546,44044,449153,7633637,2,73,0.2038678485092667,0.2559579658472508
168816,1546,44044,449165,7631327,2,26,0.8145140017428507,0.8145140017428506
168817,1546,44044,450275,7632453,1,47,0.0,0.0
168820,1546,44044,449169,7633212,2,57,0.5246364824564346,0.7465745915487509
168822,1546,44044,449171,7631523,2,73,0.0,0.9007318446237568
168826,1546,44044,449155,7633795,2,88,0.3515840220385675,0.3830061983471073
168830,1546,44044,449154,7633011,2,53,0.1393323657474601,0.1452474190103239
168833,1546,44306,440239,7370142,1,109,0.0,0.0
168837,1546,44306,440243,7368942,1,80,0.0,0.0
168838,1546,44306,440265,7361285,1,1,0.0,0.0
168841,1546,44306,440238,7370581,1,63,0.0,0.0
168844,1546,44306,440241,7361293,1,22,0.0,0.0
168846,1546,44306,440237,7369482,2,66,0.1099887766554433,0.1166207529843893
168849,1546,44306,440245,7361589,1,19,0.0,0.0
168852,1546,44306,440244,7368995,1,77,0.0,0.0
168856,1546,44306,440246,7369612,1,44,0.0,0.0
168859,1546,42153,438067,7387873,1,102,0.0,0.0
168863,1546,42153,438308,7381982,2,65,0.0198290598290598,0.0204076265614726
168866,1546,42153,438066,7350657,1,72,0.0,0.0
168870,1546,42153,438140,7361950,3,75,0.3707539901459633,0.7902954223519413
168872,1546,42153,438293,7330665,1,97,0.0,0.0
168882,1546,42153,438068,7387850,2,315,0.1449508886139521,0.3511529292810411
168885,1546,42153,438259,7344751,2,95,0.0059644910595817,0.0060059924246707
168887,1546,42153,438157,7330561,2,45,0.0,0.0
168888,1546,42148,439415,7347764,1,9,0.0,0.0
168898,1546,42148,430640,7350588,1,117,0.0,0.0
168904,1546,42148,430639,7349679,1,58,0.0,0.0
168905,1546,42148,439416,7347839,1,33,0.0,0.0
168912,1546,42148,430638,7351815,2,72,0.234006734006734,0.257716049382716
168914,1546,42148,439545,7351647,1,80,0.0,0.0
168915,1546,42148,439526,7347923,1,19,0.0,0.0
168916,1546,42148,439524,7347871,1,47,0.0,0.0
168917,1546,44307,440504,7368922,1,27,0.0,0.0
168920,1546,44307,440499,7369692,1,83,0.0,0.0
168921,1546,44307,440505,7369092,1,73,0.0,0.0
168922,1546,44307,440507,7369100,1,24,0.0,0.0
168923,1546,44307,440506,7369051,1,28,0.0,0.0
168924,1546,44307,440503,7368917,1,22,0.0,0.0
168927,1546,44307,440500,7370905,2,116,0.3511630759755793,0.5383031804675893
168928,1546,44307,440509,7369201,1,43,0.0,0.0
168931,1546,44307,440508,7369974,2,43,0.0,0.0
168933,1546,44307,440527,7371293,1,155,0.0,0.0
168939,1546,44307,440501,7371409,2,134,0.6576665581496741,0.7138705560653993
168941,1546,46267,451179,7641980,1,83,0.0,0.0
168942,1546,46267,451207,7641817,1,29,0.0,0.0
168943,1546,46267,451197,7641387,1,25,0.0,0.0
168944,1546,46267,451196,7641355,1,30,0.0,0.0
168945,1546,46267,451186,7641200,1,33,0.0,0.0
168946,1546,46267,451192,7641319,1,73,0.0,0.0
168955,1546,46267,451180,7643397,2,63,0.2889875409661168,0.3556119281711144
168961,1546,46267,451181,7643464,2,94,0.4015957446808511,0.4420552286102308
168966,1546,44941,445044,7502547,2,51,0.4218088658230414,0.4260802324127681
168970,1546,44941,443985,7502499,2,60,0.3563471445420545,0.4639701195870667
168977,1546,44941,445132,7485580,3,84,0.0511363636363635,0.0526147959183675
168983,1546,44941,443983,7485277,2,112,0.5488997923762232,0.5989245780574244
168989,1546,44941,444376,7502532,2,70,0.1469387755102041,0.96
169001,1546,44941,443982,7502567,3,115,0.468122009115798,0.686343891053586
169012,1546,44941,444422,7502521,2,134,0.0924607850962237,0.9225411444045074
169024,1546,44941,443981,7502558,2,138,0.3134681363712837,0.5791321705290673
169025,1546,42150,441210,7392743,1,31,0.0,0.0
169026,1546,42150,441213,7392808,1,43,0.0,0.0
169027,1546,42150,441212,7392757,1,38,0.0,0.0
169029,1546,42150,439902,7392895,2,122,0.2771354616048317,0.4806503628056974
169032,1546,42150,439903,7392897,3,765,0.0763990323893456,0.1638458750327935
169033,1546,42150,441214,7392830,1,17,0.0,0.0
169035,1546,42150,439901,7392892,2,91,0.2819103972950127,0.434247071609709
169038,1546,42150,441215,7393066,2,66,0.0,0.0
169042,1546,44005,434388,7278412,1,139,0.0,0.0
169045,1546,44005,434374,7278251,1,59,0.0,0.0
169048,1546,44005,434382,7278304,1,65,0.0,0.0
169050,1546,44005,434113,7279278,1,57,0.0,0.0
169056,1546,44005,434112,7281653,2,76,0.2804994818407852,0.3256171300097452
169058,1546,44005,434372,7278237,1,33,0.0,0.0
169060,1546,44005,434387,7278357,1,26,0.0,0.0
169061,1546,44005,434114,7280064,1,121,0.0,0.0
169065,1546,45285,445712,7586194,1,69,0.0,0.0
169072,1546,45285,445713,7585606,1,57,0.0,0.0
169074,1546,45285,446996,7525755,1,66,0.0,0.0
169075,1546,45285,447001,7526014,1,34,0.0,0.0
169079,1546,45285,447004,7526222,1,36,0.0,0.0
169096,1546,45285,445714,7651470,1,87,0.0,0.0
169097,1546,45285,446998,7525886,1,23,0.0,0.0
169101,1546,45285,448667,7651421,1,120,0.0,0.0
169102,1546,42206,440086,7355767,1,21,0.0,0.0
169103,1546,42206,440101,7357051,1,65,0.0,0.0
169104,1546,42206,440024,7353737,1,21,0.0,0.0
169106,1546,42206,440013,7354419,1,69,0.0,0.0
169107,1546,42206,441185,7391211,1,27,0.0,0.0
169108,1546,42206,440088,7356545,1,43,0.0,0.0
169109,1546,42206,441184,7391188,1,54,0.0,0.0
169113,1546,42206,440015,7357091,1,138,0.0,0.0
169119,1546,42206,440014,7356584,2,85,0.5823470317311751,0.6658827889592814
169120,1546,42206,440022,7353861,1,30,0.0,0.0
169125,1546,42146,438318,7349966,2,70,0.1988191244239631,0.2153954081632653
169131,1546,42146,438319,7350716,2,53,0.1380422512497984,0.1446145326529804
169133,1546,42146,438362,7348001,2,24,0.9942182486304112,0.9942182486304112
169144,1546,42146,438320,7393500,3,122,0.6775957038346484,0.7268655997569681
169147,1546,42146,438364,7330892,1,48,0.0,0.0
169150,1546,42146,438348,7346987,3,41,0.3144512195121952,0.7459845330160618
169153,1546,42146,438350,7353341,2,60,0.0520531555555555,0.0531412622222221
169156,1546,42146,438349,7347276,3,39,0.506346532242545,0.6885296455224899
169158,1546,44046,450411,7632787,2,24,0.0,0.0
169159,1546,44046,450076,7630202,1,23,0.0,0.0
169160,1546,44046,450412,7633057,1,53,0.0,0.0
169163,1546,44046,450077,7632838,1,81,0.0,0.0
169173,1546,44046,449351,7635844,2,87,0.330340786637931,0.3630700420712776
169177,1546,44046,449349,7633614,1,68,0.0,0.0
169178,1546,44046,449350,7632466,1,62,0.0,0.0
169179,1546,44046,450078,7630257,1,70,0.0,0.0
169188,1546,44047,448877,7635420,2,60,0.3097872145491193,0.3365759637188208
169190,1546,44047,449972,7635345,1,73,0.0,0.0
169194,1546,44047,448876,7635540,2,69,0.1787439613526569,0.1923965553455155
169197,1546,44047,448880,7635380,1,31,0.0,0.0
169199,1546,44047,449968,7635054,1,65,0.0,0.0
169201,1546,44047,449970,7634927,1,52,0.0,0.0
169207,1546,44047,448878,7635497,2,81,0.2837413684871312,0.3005639384240206
169211,1546,44047,450727,7635020,2,35,0.0,0.0
169218,1546,44007,436178,7282039,2,80,0.3708975544177243,0.3998088550316678
169220,1546,44007,436194,7278680,2,27,0.0155337444759831,0.0155337444759831
169224,1546,44007,436176,7279538,2,83,0.264512595837897,0.3779939033241399
169225,1546,44007,436192,7278307,1,15,0.0,0.0
169230,1546,44007,436177,7280740,2,53,0.1341719077568133,0.14271587358095
169232,1546,44007,436193,7278755,2,18,0.0220987654320988,0.0220987654320988
169233,1546,44007,436191,7278262,1,22,0.0,0.0
169236,1546,44007,436180,7278723,2,17,0.4773582621752286,0.9081828461438848
169239,1546,42151,438935,7347306,2,55,0.1316017316017316,0.1401652892561984
169242,1546,42151,438934,7346946,2,26,0.7178950475653767,0.7178950475653771
169244,1546,42151,439541,7350725,2,90,0.0,0.0
169245,1546,42151,439027,7347587,1,35,0.0,0.0
169251,1546,42151,438932,7351059,2,221,0.6084142382796374,0.6860572991069707
169253,1546,42151,438931,7350186,2,74,0.3162737205290397,0.4474068663257852
169255,1546,42151,438990,7347439,2,57,0.8656395954065043,0.9002723332184792
169259,1546,42151,438930,7351114,1,75,0.0,0.0
169261,1546,44037,450802,7635504,1,60,0.0,0.0
169262,1546,44037,450800,7635291,1,24,0.0,0.0
169263,1546,44037,447887,7635755,1,85,0.0,0.0
169264,1546,44037,450804,7635820,1,40,0.0,0.0
169265,1546,44037,447886,7635646,1,55,0.0,0.0
169267,1546,44037,450806,7635640,1,31,0.0,0.0
169268,1546,44037,447885,7635597,1,66,0.0,0.0
