,id_mission,id_report,id_labdoc,id_trace,n_users,n_mots,indice_collab,indice_contrib
1,1655,46912,457572,7998870,1,244,0.0,0.0
5,1655,46912,457573,7999307,1,272,0.0,0.0
7,1655,46912,457571,7961374,1,336,0.0,0.0
11,1655,46920,457562,8010069,1,465,0.0,0.0
15,1655,46920,457561,8007887,1,483,0.0,0.0
16,1655,46881,461078,8006401,1,389,0.0,0.0
17,1655,46881,461079,8006680,1,282,0.0,0.0
19,1655,46881,461080,8008961,1,419,0.0,0.0
23,1655,46829,457604,8009167,1,536,0.0,0.0
25,1655,46829,457603,8008482,1,440,0.0,0.0
27,1655,46829,457602,8008668,1,540,0.0,0.0
28,1655,46863,457961,8009099,1,399,0.0,0.0
37,1655,46863,457960,8009107,1,723,0.0,0.0
39,1655,46863,457962,8009946,1,499,0.0,0.0
44,1655,46873,457971,8008557,1,430,0.0,0.0
46,1655,46873,457972,8008550,1,362,0.0,0.0
47,1655,46873,457973,8008544,1,478,0.0,0.0
48,1655,46832,457666,7977268,1,327,0.0,0.0
49,1655,46832,457667,7977474,1,333,0.0,0.0
52,1655,46832,457665,7962345,1,433,0.0,0.0
54,1655,46870,461162,7994605,1,325,0.0,0.0
55,1655,46870,461163,7994992,1,260,0.0,0.0
56,1655,46870,461161,7962120,1,466,0.0,0.0
58,1655,46867,462525,8009840,1,408,0.0,0.0
59,1655,46867,462524,8005583,1,364,0.0,0.0
60,1655,46867,462523,8003078,1,412,0.0,0.0
61,1655,46916,461196,8009346,1,426,0.0,0.0
62,1655,46916,461197,8009441,1,258,0.0,0.0
64,1655,46916,461198,8009695,1,475,0.0,0.0
65,1655,46908,461186,7960497,1,115,0.0,0.0
67,1655,46908,461185,7960763,1,288,0.0,0.0
68,1655,46845,457692,8000869,1,272,0.0,0.0
69,1655,46845,457691,8000864,1,115,0.0,0.0
70,1655,46845,457690,8000873,1,321,0.0,0.0
71,1655,46872,461249,8000798,1,261,0.0,0.0
72,1655,46872,461250,8000833,1,236,0.0,0.0
73,1655,46872,461251,8009683,1,267,0.0,0.0
74,1655,46895,461057,8000727,1,147,0.0,0.0
76,1655,46895,461056,8000238,1,409,0.0,0.0
78,1655,46895,461058,8009613,1,199,0.0,0.0
79,1655,46907,461047,7960305,1,317,0.0,0.0
80,1655,46907,461049,7965067,1,309,0.0,0.0
81,1655,46907,461048,7961278,1,246,0.0,0.0
82,1655,46854,457854,8005187,1,354,0.0,0.0
84,1655,46854,457853,8004701,1,223,0.0,0.0
88,1655,46854,457852,8005195,1,390,0.0,0.0
91,1655,46918,461071,7991072,1,411,0.0,0.0
93,1655,46918,461072,7991078,1,199,0.0,0.0
100,1655,46834,462263,8006101,1,508,0.0,0.0
103,1655,46834,462264,8004246,1,503,0.0,0.0
105,1655,46834,462265,8005579,1,459,0.0,0.0
106,1655,46871,461061,8010240,1,382,0.0,0.0
107,1655,46871,461060,7963742,1,209,0.0,0.0
108,1655,46871,461059,7961943,1,479,0.0,0.0
109,1655,46837,461119,7963020,1,432,0.0,0.0
110,1655,46837,461120,7959300,1,115,0.0,0.0
111,1655,46853,460765,8004009,1,317,0.0,0.0
113,1655,46853,460764,8002582,1,366,0.0,0.0
115,1655,46853,460763,7963884,1,486,0.0,0.0
116,1655,46888,461307,8001529,1,464,0.0,0.0
119,1655,46888,461306,8001478,1,636,0.0,0.0
120,1655,46888,461308,8001607,1,559,0.0,0.0
123,1655,46833,457968,7964557,1,358,0.0,0.0
124,1655,46833,457969,7964993,1,272,0.0,0.0
125,1655,46833,457970,7964881,1,315,0.0,0.0
128,1655,46922,461154,8004134,1,461,0.0,0.0
130,1655,46922,461155,8004391,1,244,0.0,0.0
131,1655,46922,461156,8004660,1,340,0.0,0.0
132,1655,46877,461144,7962547,1,225,0.0,0.0
133,1655,46823,457373,8009340,1,285,0.0,0.0
139,1655,46823,457372,8009979,1,313,0.0,0.0
141,1655,46823,457374,8009891,1,438,0.0,0.0
149,1655,46901,457728,8009771,1,437,0.0,0.0
153,1655,46901,457729,8009724,1,361,0.0,0.0
162,1655,46901,457730,8009817,1,435,0.0,0.0
163,1655,46861,462665,8007665,1,295,0.0,0.0
164,1655,46861,462664,8007468,1,189,0.0,0.0
165,1655,46861,462666,8007939,1,377,0.0,0.0
168,1655,46835,461095,8002911,1,377,0.0,0.0
170,1655,46835,461094,8002897,1,405,0.0,0.0
171,1655,46835,461096,8002906,1,371,0.0,0.0
173,1655,46860,457485,7849572,1,249,0.0,0.0
176,1655,46860,457484,7847870,1,212,0.0,0.0
183,1655,46860,457483,7847366,1,464,0.0,0.0
185,1655,46897,457957,8005185,1,417,0.0,0.0
186,1655,46897,457959,8005870,1,875,0.0,0.0
187,1655,46897,457958,8005427,1,351,0.0,0.0
188,1655,46896,461240,8006499,1,539,0.0,0.0
192,1655,46896,461238,8005372,1,459,0.0,0.0
195,1655,46896,461239,8005414,1,371,0.0,0.0
196,1655,46898,462607,8005235,1,355,0.0,0.0
198,1655,46898,462609,8007868,1,388,0.0,0.0
199,1655,46898,462608,8007770,1,314,0.0,0.0
200,1655,46841,461136,8010181,1,348,0.0,0.0
201,1655,46841,461137,8010188,1,505,0.0,0.0
203,1655,46841,461135,8010175,1,605,0.0,0.0
206,1655,46859,461126,7990861,1,333,0.0,0.0
207,1655,46859,461127,7990876,1,367,0.0,0.0
212,1655,46859,461125,7990777,1,429,0.0,0.0
216,1655,46893,462723,8009650,1,365,0.0,0.0
218,1655,46893,462725,8009665,1,348,0.0,0.0
220,1655,46893,462724,8009659,1,361,0.0,0.0
222,1655,46915,457863,8005855,1,411,0.0,0.0
226,1655,46915,457865,8006074,1,356,0.0,0.0
227,1655,46915,457864,8004899,1,329,0.0,0.0
232,1655,46858,460863,7957686,1,437,0.0,0.0
239,1655,46858,460865,7960890,1,453,0.0,0.0
242,1655,46858,460864,7957695,1,402,0.0,0.0
243,1655,46882,462680,8010202,1,455,0.0,0.0
245,1655,46882,462679,8009948,1,713,0.0,0.0
248,1655,46910,460969,8001292,1,247,0.0,0.0
249,1655,46910,462411,8000993,1,289,0.0,0.0
251,1655,46910,460944,8000945,1,130,0.0,0.0
252,1655,46910,462406,8000952,1,390,0.0,0.0
254,1655,46910,460943,8000995,1,115,0.0,0.0
256,1655,46910,460942,8000984,1,202,0.0,0.0
257,1655,46865,461118,7985811,1,640,0.0,0.0
260,1655,46865,461117,7989204,1,705,0.0,0.0
262,1655,46865,461116,7987504,1,687,0.0,0.0
264,1655,46826,457402,8008184,1,392,0.0,0.0
267,1655,46826,457400,8007991,1,448,0.0,0.0
269,1655,46826,457401,8008108,1,419,0.0,0.0
270,1655,46842,462674,8008915,1,202,0.0,0.0
272,1655,46864,460956,8008588,1,226,0.0,0.0
276,1655,46864,460954,8008598,1,323,0.0,0.0
278,1655,46864,460955,8008594,1,243,0.0,0.0
279,1655,46862,457966,8002850,1,446,0.0,0.0
280,1655,46862,457965,8002688,1,339,0.0,0.0
282,1655,46862,457964,7963199,1,465,0.0,0.0
287,1655,46856,460902,8001101,1,475,0.0,0.0
293,1655,46856,460900,7961614,1,620,0.0,0.0
299,1655,46856,460901,8001055,1,359,0.0,0.0
300,1655,46880,460837,7957978,1,202,0.0,0.0
301,1655,46889,461283,8009290,1,459,0.0,0.0
302,1655,46889,461285,8010025,1,454,0.0,0.0
305,1655,46889,461284,8009739,1,378,0.0,0.0
307,1655,46847,457587,8009027,1,456,0.0,0.0
308,1655,46847,457588,8009250,1,296,0.0,0.0
309,1655,46847,457589,8009331,1,464,0.0,0.0
311,1655,46878,461024,8001386,1,289,0.0,0.0
314,1655,46878,461022,8007201,1,204,0.0,0.0
316,1655,46878,461023,8001364,1,226,0.0,0.0
317,1655,46876,462705,8008462,1,334,0.0,0.0
318,1655,46876,462707,8008527,1,174,0.0,0.0
319,1655,46876,462706,8008491,1,263,0.0,0.0
320,1655,46919,457568,7998245,1,370,0.0,0.0
321,1655,46919,457567,7995886,1,473,0.0,0.0
325,1655,46892,461062,8003601,1,410,0.0,0.0
329,1655,46892,461063,8003594,1,354,0.0,0.0
330,1655,46892,462548,8003839,1,94,0.0,0.0
333,1655,46892,461064,8003643,1,307,0.0,0.0
336,1655,46892,462415,8001198,1,1,0.0,0.0
337,1655,46899,462659,8008145,1,135,0.0,0.0
339,1655,46899,462658,8007517,1,202,0.0,0.0
342,1655,46899,462660,8008264,1,148,0.0,0.0
343,1655,46883,461243,8007473,1,159,0.0,0.0
345,1655,46883,461242,8007410,1,484,0.0,0.0
346,1655,46883,461244,8007560,1,191,0.0,0.0
348,1655,46840,460895,7965148,1,399,0.0,0.0
350,1655,46840,460894,7964754,1,337,0.0,0.0
359,1655,46840,460893,7964750,1,582,0.0,0.0
360,1655,46914,460926,7991370,1,435,0.0,0.0
361,1655,46914,460927,7991704,1,279,0.0,0.0
362,1655,46914,460928,7992222,1,465,0.0,0.0
366,1655,46900,460792,7961304,1,802,0.0,0.0
371,1655,46900,460793,7963794,1,567,0.0,0.0
373,1655,46900,460794,7964871,1,591,0.0,0.0
375,1655,46843,461298,8008725,1,456,0.0,0.0
377,1655,46843,461299,8008753,1,355,0.0,0.0
379,1655,46843,461300,8008777,1,310,0.0,0.0
380,1655,46849,461157,8008208,1,480,0.0,0.0
381,1655,46849,461159,8008591,1,368,0.0,0.0
382,1655,46849,461158,8008354,1,330,0.0,0.0
383,1655,46827,462738,8010150,1,285,0.0,0.0
384,1655,46827,462736,8010125,1,351,0.0,0.0
385,1655,46827,462737,8010145,1,201,0.0,0.0
387,1655,46868,461207,8007139,1,243,0.0,0.0
390,1655,46868,461206,8007134,1,251,0.0,0.0
394,1655,46868,461208,8007511,1,485,0.0,0.0
396,1655,46844,461113,7959993,1,322,0.0,0.0
397,1655,46844,461114,8004289,1,316,0.0,0.0
399,1655,46844,461115,7962949,1,449,0.0,0.0
400,1655,46891,460857,8002602,1,457,0.0,0.0
403,1655,46891,460859,8004128,1,425,0.0,0.0
405,1655,46891,460858,8003545,1,361,0.0,0.0
407,1655,46848,460996,7960908,1,537,0.0,0.0
409,1655,46848,460997,7962108,1,381,0.0,0.0
410,1655,46848,460998,7963599,1,327,0.0,0.0
411,1655,46825,462413,8001324,1,393,0.0,0.0
414,1655,46825,462412,8001312,1,475,0.0,0.0
417,1655,46825,462414,8001295,1,496,0.0,0.0
420,1655,46902,461054,8009275,1,381,0.0,0.0
422,1655,46902,461055,8009557,1,450,0.0,0.0
425,1655,46902,461053,8009240,1,452,0.0,0.0
430,1655,46903,460628,7964612,1,479,0.0,0.0
437,1655,46903,460626,7959494,1,1087,0.0,0.0
444,1655,46903,460627,7963044,1,522,0.0,0.0
445,1655,46913,461195,8010173,1,186,0.0,0.0
446,1655,46913,461194,8009590,1,225,0.0,0.0
447,1655,46913,461193,8009509,1,368,0.0,0.0
449,1655,46852,457879,8005380,1,355,0.0,0.0
454,1655,46852,457881,8005935,1,274,0.0,0.0
457,1655,46852,457880,8005557,1,171,0.0,0.0
461,1655,46855,457560,7988277,1,604,0.0,0.0
464,1655,46855,457559,7989447,1,439,0.0,0.0
471,1655,46855,457558,7988102,1,594,0.0,0.0
474,1655,46874,460987,7963777,1,443,0.0,0.0
476,1655,46874,460988,7993226,1,349,0.0,0.0
478,1655,46874,460989,7993733,1,342,0.0,0.0
480,1655,46894,461124,7961721,1,83,0.0,0.0
483,1655,46894,461122,7961575,1,304,0.0,0.0
484,1655,46894,461123,7960431,1,201,0.0,0.0
485,1655,46921,461134,7964335,1,274,0.0,0.0
486,1655,46921,461132,7961507,1,389,0.0,0.0
487,1655,46921,461133,7962711,1,311,0.0,0.0
490,1655,46869,462677,8010159,1,195,0.0,0.0
493,1655,46869,462417,8007708,1,259,0.0,0.0
495,1655,46869,462654,8007717,1,272,0.0,0.0
498,1655,46869,461165,8001284,1,202,0.0,0.0
508,1655,46846,460940,8009030,1,428,0.0,0.0
511,1655,46846,460941,8009051,1,459,0.0,0.0
520,1655,46846,460939,8009043,1,495,0.0,0.0
522,1655,46904,461247,8003132,1,452,0.0,0.0
524,1655,46904,461246,7964583,1,398,0.0,0.0
526,1655,46839,461076,8006042,1,217,0.0,0.0
529,1655,46839,461077,8010269,1,284,0.0,0.0
530,1655,46839,461075,8005167,1,307,0.0,0.0
531,1655,46911,462549,8009008,1,429,0.0,0.0
532,1655,46911,462550,8009020,1,540,0.0,0.0
533,1655,46911,462551,8009035,1,555,0.0,0.0
534,1655,46909,460931,8001912,1,307,0.0,0.0
536,1655,46909,460930,8001874,1,244,0.0,0.0
538,1655,46909,460929,7998487,1,339,0.0,0.0
539,1655,46828,460992,8006481,1,237,0.0,0.0
540,1655,46828,460991,8006469,1,239,0.0,0.0
541,1655,46828,460990,8006455,1,357,0.0,0.0
542,1655,46838,461191,8000508,1,393,0.0,0.0
544,1655,46838,461190,7997932,1,437,0.0,0.0
547,1655,46851,461050,7962027,1,456,0.0,0.0
548,1655,46851,461051,7961874,1,380,0.0,0.0
551,1655,46851,461052,7964130,1,484,0.0,0.0
555,1655,46857,461128,7964008,1,426,0.0,0.0
556,1655,46857,461129,7964801,1,170,0.0,0.0
558,1655,46886,461138,8009962,1,352,0.0,0.0
560,1655,46886,461139,8010041,1,205,0.0,0.0
561,1655,46886,461140,8009959,1,285,0.0,0.0
562,1655,46836,460966,7962514,1,307,0.0,0.0
563,1655,46836,460967,7963829,1,305,0.0,0.0
565,1655,46836,460965,7961268,1,409,0.0,0.0
574,1655,46875,459408,7966082,1,1172,0.0,0.0
579,1655,46875,459409,7920601,1,667,0.0,0.0
590,1655,46875,459410,7965258,1,812,0.0,0.0
591,1655,46906,462655,8008781,1,202,0.0,0.0
592,1655,46905,461202,8008648,1,262,0.0,0.0
593,1655,46905,461200,8008253,1,382,0.0,0.0
594,1655,46905,461201,8008519,1,219,0.0,0.0
605,1655,46831,461005,7959876,1,529,0.0,0.0
607,1655,46831,461007,7995291,1,421,0.0,0.0
610,1655,46831,461006,7994444,1,405,0.0,0.0
613,1655,46887,461570,7976078,1,488,0.0,0.0
616,1655,46887,461569,7975054,1,506,0.0,0.0
619,1655,46887,461571,7978270,1,782,0.0,0.0
622,1655,46879,457850,7957933,1,477,0.0,0.0
627,1655,46879,457849,7961068,1,456,0.0,0.0
632,1655,46879,457851,7960615,1,610,0.0,0.0
633,1655,46850,461141,8009924,1,386,0.0,0.0
634,1655,46866,459005,7962396,1,538,0.0,0.0
635,1645,44884,441347,7501309,1,54,0.0,0.0
637,1645,44884,442084,7502311,1,269,0.0,0.0
638,1645,44884,441346,7399871,1,163,0.0,0.0
640,1645,44884,442033,7501861,1,253,0.0,0.0
642,1645,44898,442094,7544742,1,709,0.0,0.0
644,1645,44898,441392,7545331,1,349,0.0,0.0
646,1645,44898,442043,7545251,1,544,0.0,0.0
647,1645,44839,441296,7519560,1,85,0.0,0.0
648,1645,44839,441295,7395478,1,190,0.0,0.0
650,1645,44839,442001,7521095,1,477,0.0,0.0
651,1645,44839,442052,7527747,1,346,0.0,0.0
653,1645,44903,442046,7538959,1,411,0.0,0.0
656,1645,44903,442097,7548550,1,531,0.0,0.0
660,1645,44903,441583,7536915,1,428,0.0,0.0
662,1645,44872,446189,7548403,1,99,0.0,0.0
664,1645,44872,446190,7548395,1,348,0.0,0.0
666,1645,44872,446191,7548408,1,353,0.0,0.0
668,1645,44872,446192,7548405,1,130,0.0,0.0
675,1645,44851,442012,7526773,1,493,0.0,0.0
682,1645,44851,442063,7527502,1,883,0.0,0.0
684,1645,44851,441294,7526244,1,70,0.0,0.0
688,1645,44851,441293,7526251,1,267,0.0,0.0
691,1645,44840,442002,7531074,1,368,0.0,0.0
695,1645,44840,441539,7513264,1,426,0.0,0.0
702,1645,44840,442053,7544047,1,600,0.0,0.0
704,1645,44862,442070,7507067,1,535,0.0,0.0
705,1645,44862,442019,7506458,1,432,0.0,0.0
706,1645,44862,441276,7395361,1,103,0.0,0.0
708,1645,44862,441482,7398079,1,294,0.0,0.0
714,1645,44848,442060,7546658,1,545,0.0,0.0
718,1645,44848,441297,7531914,1,288,0.0,0.0
720,1645,44848,442009,7537306,1,354,0.0,0.0
721,1645,44848,441298,7533223,1,84,0.0,0.0
722,1645,44869,441272,7530086,1,27,0.0,0.0
725,1645,44869,441271,7529946,1,162,0.0,0.0
727,1645,44869,442072,7534779,1,196,0.0,0.0
730,1645,44869,442021,7534151,1,380,0.0,0.0
732,1645,44847,447530,7548628,1,300,0.0,0.0
734,1645,44847,447529,7548532,1,389,0.0,0.0
736,1645,44847,447528,7548227,1,397,0.0,0.0
737,1645,44847,447527,7548036,1,275,0.0,0.0
743,1645,44841,441741,7569031,1,307,0.0,0.0
744,1645,44841,442003,7569086,1,481,0.0,0.0
747,1645,44841,442054,7569142,1,481,0.0,0.0
748,1645,44896,446862,7517417,1,15,0.0,0.0
749,1645,44896,446863,7517533,1,28,0.0,0.0
750,1645,44896,446865,7517897,1,81,0.0,0.0
751,1645,44896,446859,7517348,1,57,0.0,0.0
754,1645,44892,441300,7527450,1,63,0.0,0.0
763,1645,44892,441299,7527572,1,100,0.0,0.0
767,1645,44892,442089,7527613,1,580,0.0,0.0
771,1645,44892,442038,7526227,1,381,0.0,0.0
772,1645,44843,442056,7511450,1,553,0.0,0.0
773,1645,44843,446605,7511476,1,1,0.0,0.0
775,1645,44843,441720,7508107,1,357,0.0,0.0
776,1645,44843,441721,7508205,1,8,0.0,0.0
780,1645,44843,442005,7510733,1,445,0.0,0.0
781,1645,44874,442024,7545350,1,410,0.0,0.0
784,1645,44874,441837,7545018,1,265,0.0,0.0
786,1645,44901,441497,7502523,1,423,0.0,0.0
788,1645,44901,442095,7523917,1,596,0.0,0.0
789,1645,44901,442044,7511284,1,469,0.0,0.0
790,1645,44901,441498,7502666,1,100,0.0,0.0
794,1645,44860,442069,7544726,1,546,0.0,0.0
797,1645,44860,442018,7510193,1,388,0.0,0.0
799,1645,44860,441275,7491509,1,68,0.0,0.0
806,1645,44860,441274,7500073,1,380,0.0,0.0
808,1645,44858,444926,7545547,1,508,0.0,0.0
810,1645,44858,444927,7545568,1,788,0.0,0.0
815,1645,44858,444925,7545483,1,474,0.0,0.0
817,1645,44858,444924,7538105,1,326,0.0,0.0
820,1645,44893,441487,7538742,1,302,0.0,0.0
822,1645,44893,442090,7541135,1,467,0.0,0.0
824,1645,44893,442039,7539471,1,351,0.0,0.0
825,1645,44905,442047,7524159,1,182,0.0,0.0
826,1645,44905,441338,7395249,1,185,0.0,0.0
827,1645,44905,441339,7398687,1,38,0.0,0.0
829,1645,44905,442098,7524322,1,267,0.0,0.0
830,1645,44844,442057,7553513,1,516,0.0,0.0
831,1645,44844,441490,7552782,1,103,0.0,0.0
833,1645,44844,441489,7552610,1,190,0.0,0.0
835,1645,44844,442006,7553758,1,336,0.0,0.0
836,1645,44876,442025,7536234,1,446,0.0,0.0
837,1645,44876,442076,7537608,1,680,0.0,0.0
841,1645,44876,441317,7534917,1,213,0.0,0.0
843,1645,44886,442035,7545934,1,329,0.0,0.0
846,1645,44886,441436,7545695,1,66,0.0,0.0
848,1645,44886,442086,7546636,1,481,0.0,0.0
850,1645,44886,441435,7492130,1,397,0.0,0.0
854,1645,44908,441486,7461457,1,148,0.0,0.0
856,1645,44908,442100,7462976,1,860,0.0,0.0
860,1645,44908,441485,7463023,1,357,0.0,0.0
864,1645,44908,442049,7462190,1,1093,0.0,0.0
865,1645,44878,442078,7543638,1,658,0.0,0.0
867,1645,44878,442027,7522183,1,545,0.0,0.0
872,1645,44878,441315,7521636,1,181,0.0,0.0
873,1645,44859,442068,7547136,1,448,0.0,0.0
876,1645,44859,441291,7546563,1,444,0.0,0.0
877,1645,44859,441292,7545666,1,125,0.0,0.0
880,1645,44859,442017,7547163,1,291,0.0,0.0
883,1645,44855,441535,7518172,1,315,0.0,0.0
884,1645,44855,441536,7518815,1,348,0.0,0.0
885,1645,44855,442014,7569874,1,424,0.0,0.0
887,1645,44855,442065,7569408,1,795,0.0,0.0
891,1645,44850,441665,7448247,1,434,0.0,0.0
893,1645,44850,442011,7448968,1,684,0.0,0.0
894,1645,44850,442062,7455055,1,578,0.0,0.0
900,1645,44852,442013,7525938,1,365,0.0,0.0
901,1645,44852,441479,7526580,1,233,0.0,0.0
907,1645,44852,441478,7525258,1,254,0.0,0.0
910,1645,44852,442064,7525248,1,562,0.0,0.0
913,1645,44864,441585,7547401,1,152,0.0,0.0
914,1645,44864,442071,7547484,1,197,0.0,0.0
916,1645,44864,442020,7547661,1,200,0.0,0.0
918,1645,44849,442061,7527446,1,587,0.0,0.0
920,1645,44849,442010,7527080,1,592,0.0,0.0
922,1645,44849,441737,7527565,1,72,0.0,0.0
926,1645,44849,441736,7527594,1,245,0.0,0.0
927,1645,44837,447531,7543999,1,83,0.0,0.0
928,1645,44837,447499,7544925,1,365,0.0,0.0
930,1645,44837,447498,7544537,1,390,0.0,0.0
932,1645,44837,447497,7545083,1,358,0.0,0.0
935,1645,44890,441716,7521118,1,314,0.0,0.0
936,1645,44890,441717,7520468,1,45,0.0,0.0
940,1645,44867,446870,7520046,1,601,0.0,0.0
941,1645,44867,446869,7517840,1,1,0.0,0.0
943,1645,44867,446703,7517769,1,308,0.0,0.0
944,1645,44867,446928,7525071,1,402,0.0,0.0
945,1645,44867,446989,7526934,1,531,0.0,0.0
947,1645,44846,442008,7528979,1,474,0.0,0.0
949,1645,44846,441494,7460838,1,289,0.0,0.0
950,1645,44846,441495,7525116,1,58,0.0,0.0
952,1645,44846,442059,7547577,1,483,0.0,0.0
954,1645,44873,441537,7521751,1,464,0.0,0.0
956,1645,44873,442023,7540577,1,474,0.0,0.0
957,1645,44873,442074,7541369,1,369,0.0,0.0
958,1645,44873,441538,7519349,1,111,0.0,0.0
959,1645,44900,446607,7512242,1,545,0.0,0.0
960,1645,44900,446609,7512977,1,219,0.0,0.0
961,1645,44900,446610,7512987,1,175,0.0,0.0
962,1645,44900,446608,7512964,1,204,0.0,0.0
963,1645,44880,441545,7507702,1,84,0.0,0.0
966,1645,44880,441544,7507732,1,684,0.0,0.0
969,1645,44880,442080,7478882,1,595,0.0,0.0
973,1645,44880,442029,7479225,1,589,0.0,0.0
975,1645,44882,441278,7398987,1,242,0.0,0.0
976,1645,44882,442082,7522948,1,607,0.0,0.0
977,1645,44882,442031,7522158,1,417,0.0,0.0
979,1645,44866,446218,7544976,1,419,0.0,0.0
981,1645,44866,446215,7545003,1,128,0.0,0.0
982,1645,44866,446216,7544035,1,395,0.0,0.0
983,1645,44866,446217,7544674,1,349,0.0,0.0
985,1645,44897,441344,7524704,1,255,0.0,0.0
990,1645,44897,441345,7525412,1,128,0.0,0.0
1000,1645,44897,442093,7525591,1,426,0.0,0.0
1007,1645,44897,442042,7525327,1,410,0.0,0.0
1008,1645,44875,446080,7497481,1,181,0.0,0.0
1010,1645,44875,446079,7497399,1,320,0.0,0.0
1012,1645,44875,446078,7497006,1,167,0.0,0.0
1017,1645,44865,446599,7534866,1,239,0.0,0.0
1021,1645,44865,446602,7535893,1,277,0.0,0.0
1023,1645,44865,446600,7535305,1,326,0.0,0.0
1028,1645,44865,446601,7534729,1,397,0.0,0.0
1030,1645,44853,445718,7539898,1,302,0.0,0.0
1032,1645,44853,445719,7541232,1,516,0.0,0.0
1034,1645,44853,445720,7548598,1,393,0.0,0.0
1036,1645,44881,441319,7456239,1,571,0.0,0.0
1037,1645,44881,442030,7456685,1,427,0.0,0.0
1042,1645,44881,442081,7457207,1,693,0.0,0.0
1043,1645,44881,441320,7456258,1,20,0.0,0.0
1044,1645,44870,442073,7454528,1,441,0.0,0.0
1046,1645,44870,441549,7450881,1,375,0.0,0.0
1048,1645,44870,442022,7454076,1,494,0.0,0.0
1051,1645,44838,441743,7519218,1,773,0.0,0.0
1052,1645,44838,442000,7451876,1,462,0.0,0.0
1053,1645,44838,442051,7514632,1,584,0.0,0.0
1054,1645,44838,441744,7452134,1,126,0.0,0.0
1060,1645,44877,442026,7548702,1,341,0.0,0.0
1065,1645,44877,442077,7548609,1,415,0.0,0.0
1066,1645,44877,441592,7548670,1,33,0.0,0.0
1072,1645,44877,441591,7808678,1,458,0.0,0.0
1073,1645,44883,441480,7397202,1,217,0.0,0.0
1076,1645,44883,442083,7568418,1,504,0.0,0.0
1079,1645,44883,441481,7560851,1,59,0.0,0.0
1084,1645,44883,442032,7525776,1,477,0.0,0.0
1085,1645,44861,447573,7545292,1,436,0.0,0.0
1086,1645,44861,447572,7545929,1,263,0.0,0.0
1087,1645,44861,447570,7544895,1,369,0.0,0.0
1088,1645,44861,447571,7545807,1,340,0.0,0.0
1089,1645,44857,442067,7544266,1,352,0.0,0.0
1090,1645,44857,442016,7544009,1,284,0.0,0.0
1091,1645,44857,441670,7398993,1,285,0.0,0.0
1092,1645,44857,441671,7543792,1,15,0.0,0.0
1100,1645,44856,442015,7808734,1,454,0.0,0.0
1102,1645,44856,441340,7524824,1,174,0.0,0.0
1108,1645,44856,442066,7548898,1,343,0.0,0.0
1110,1645,44906,442048,7531175,1,387,0.0,0.0
1111,1645,44906,441589,7530821,1,231,0.0,0.0
1112,1645,44906,442099,7531130,1,408,0.0,0.0
1113,1645,44902,441322,7395345,1,190,0.0,0.0
1117,1645,44889,446950,7524679,1,259,0.0,0.0
1120,1645,44889,446951,7524612,1,376,0.0,0.0
1126,1645,44889,446953,7524662,1,477,0.0,0.0
1131,1645,44889,446952,7525904,1,379,0.0,0.0
1132,1645,44904,445824,7540150,1,237,0.0,0.0
1134,1645,44904,445825,7539713,1,307,0.0,0.0
1137,1645,44904,445827,7547568,1,450,0.0,0.0
1138,1645,44904,445826,7541151,1,301,0.0,0.0
1139,1645,44888,447526,7545641,1,251,0.0,0.0
1142,1645,44888,447524,7544864,1,328,0.0,0.0
1144,1645,44888,447525,7545674,1,223,0.0,0.0
1145,1645,44891,441342,7479950,1,222,0.0,0.0
1146,1645,44895,442040,7547195,1,332,0.0,0.0
1149,1645,44895,441492,7547043,1,618,0.0,0.0
1153,1645,44895,442091,7559404,1,495,0.0,0.0
1154,1645,44879,441483,7395650,1,163,0.0,0.0
1157,1645,44845,441520,7434288,1,331,0.0,0.0
1162,1376,34843,313544,5322705,3,67,0.0869703151887435,0.08990238335584
1166,1376,34843,325259,5543663,2,180,0.6164713332663699,0.9477318577469876
1175,1376,34843,313676,5503696,3,110,0.0352263577807055,0.0366618839914294
1182,1376,34843,317581,5480317,1,116,0.0,0.0
1200,1376,34843,326302,5543423,3,180,0.0,0.0
1206,1376,34843,313555,5552176,3,152,0.0666780832474707,0.0690331824473388
1216,1376,34843,312700,5504152,5,38,0.5551769396426112,0.5551769396426116
1218,1376,34843,325265,5480786,2,25,0.2875733333333332,0.321024
1221,1376,34843,310381,5161532,1,84,0.0,0.0
1229,1376,34843,313557,5503526,3,68,0.3430881399278586,0.745514941215005
1231,1376,34843,326327,5504240,1,152,0.0,0.0
1233,1376,34843,328216,5540207,2,106,0.3325581596131801,0.9983161749586852
1239,1376,34843,327891,5532735,1,35,0.0,0.0
1240,1376,34843,325264,5480739,1,32,0.0,0.0
1242,1376,34843,317537,5319320,1,113,0.0,0.0
1253,1376,34843,316482,5543046,4,176,0.2266917568222236,0.5621811468533849
1258,1376,34843,313542,5481122,2,22,0.0,0.9669421487603306
1262,1376,34843,313540,5188654,1,189,0.0,0.0
1268,1376,34843,312680,5322545,3,64,0.0512810086847207,0.0524766945858958
1273,1376,34843,325263,5505979,2,104,0.4843301486129267,0.5303155965711683
1278,1376,34843,313551,5503606,2,24,0.1730746619635507,0.1766117969821673
1283,1376,34985,322170,5430407,2,45,0.0352395061728394,0.0352395061728394
1296,1376,34985,321729,5437889,4,66,0.0,0.0
1303,1376,34985,322179,5437913,2,247,0.0035787474383966,0.0035955027076556
